STA,MAGSINGIT,Balbalan 18,BALBALAN,KALINGA,CAR,17-26-37.635,121-09-08.318,,,,,,,
STA,TANGOB,Balbalan 18,BALBALAN,KALINGA,CAR,17-14-34.490,121-14-55.266,,,,,,,
BBM,1,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1937357.48,517948.32,,,
BBM,2,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1935994.457,522081.249,,,
BBM,3,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1937325.208,523849.436,,,
BBM,4,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1933351.197,523610.534,,,
BBM,5,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1933380.31,521111.272,,,
BBM,6,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1932989.506,518591.948,,,
BBM,7,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1938116.12,515830.93,,,
BBM,8,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1930709.22,514621.49,,,
BBM,9,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1939145.041,511996.099,,,
BBM,10,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1931170.693,509944.385,,,
BBM,11,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1935428.219,509276.409,,,
BBM,12,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1946148.165,517884.542,,,
BBM,13,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1943674.413,523287.675,,,
BBM,14,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1939867.871,524270.547,,,
BBM,15,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1940396.838,520844.396,,,
BBM,16,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1943700.778,515325.44,,,
BBM,17,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1930541.479,522191.89,,,
BBM,18,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1940428.072,529838.21,,,
BBM,19,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1941648.429,525939.933,,,
BBM,20,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1933471.543,524680.161,,,
BBM,21,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1939275.565,531798.1,,,
BBM,22,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1935504.84,517240.62,,,
BBM,23,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1935331.013,513307.013,,,
BBM,24,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1938718.993,522574.002,,,
BBM,25,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1941147.997,523884.998,,,
BLLM,1,CAD 713-D,BALBALAN,KALINGA,CAR,17-30-00.269,121-12-00.961,,,1935448.75,521267.506,,,
BLLM,2,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1935404.001,521964.319,,,
BLLM,3,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1933080.877,506057.636,,,
BLLM,4,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1933440.579,506217.392,,,
BLLM,5,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1935667.06,510968.41,,,
BLLM,6,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1935712.21,510897.88,,,
BLLM,7,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1946552.166,524057.51,,,
BLLM,8,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1946317.599,524554.294,,,
BLLM,9,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1943294.657,525401.161,,,
BLLM,10,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1943769.623,525675.507,,,
BLLM,11,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1928451.468,520812.892,,,
BLLM,12,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1929081.317,520742.689,,,
BLLM,13,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1931661.737,523781.05,,,
BLLM,14,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1932001.763,524120.845,,,
MBM,1,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1951923.442,519815.461,,,
MBM,2,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1948774.108,523711.507,,,
MBM,3,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1947545.05,526242.218,,,
MBM,4,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1947433.006,529463.229,,,
MBM,5,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1943750.451,531912.846,,,
MBM,6,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1938949.275,534679.432,,,
MBM,7,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1935401.862,530353.449,,,
MBM,8,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1933459.624,529256.455,,,
MBM,9,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1929660.083,528582.175,,,
MBM,10,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1926751.099,527203.719,,,
MBM,11,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1925948.761,522689.899,,,
MBM,12,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1927168.993,520813.018,,,
MBM,13,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1928907.689,516179.942,,,
MBM,14,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1928871.761,510743.053,,,
STA,CAGALUAN 29th U.S. ENGR.,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1922169.197,520701.646,,,
STA,MAGSINGIT 29th U.S. ENGR.,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1928907.689,516179.942,,,
STA,SAPACOY 29th U.S. ENGR.,CAD 713-D,BALBALAN,KALINGA,CAR,,,,,1922367.912,500568.109,,,
STA,Buagan,Unknown,BALBALAN,KALINGA,CAR,17-30-39.124,121-01-48.886,,,,,,,
STA,Locob-ti-duyog,Unknown,BALBALAN,KALINGA,CAR,17-34-39.157,121-08-33.080,,,,,,,
STA,Magsingit,Unknown,BALBALAN,KALINGA,CAR,17-26-635,121-09-08.318,,,,,,,
