MON.,182,IMUS ESTATE,LAS PIÑAS,METRO MANILA,NCR,,,14104.31,19287.05,,,,,
PBM,8,CAD 259,PASAY,METRO MANILA,NCR,,,21557.415,19980.254,,,,,"= CBM 8, CAD 13, MANILA"
PBM,1-A,CAD 259,PASAY,METRO MANILA,NCR,,,21098.908,18696.579,,,,,
PBM,2-A,CAD 259,PASAY,METRO MANILA,NCR,,,21137.951,18845.557,,,,,= 
BLBM,1,MARICABAN,PASAY,METRO MANILA,NCR,,,17839.4,20311.56,,,,,
BLBM,2,MARICABAN,PASAY,METRO MANILA,NCR,,,17702.91,20111.97,,,,,
BLLM,1,,PASAY,METRO MANILA,NCR,14-33-01.89,120-59-57.09,20000,20000,,,,,FOR NEW DATA SEE CAD 259
BLLM,2,,PASAY,METRO MANILA,NCR,,,20236.88,19942.48,,,,,
BBM,1,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608675.28,506941.54,,,
BBM,2,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608986.07,507071.18,,,
BBM,3,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608927.83,507297.03,,,
BBM,4,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1609009.4,507338,,,
BBM,5,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1609200.14,507302.8,,,
BBM,6,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1609355.99,507223.09,,,
BBM,7,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1609207.78,507369.15,,,
BBM,8,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1609103.43,507681.85,,,
BBM,9,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1609023.58,507746.14,,,
BBM,10,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608903.83,507851.28,,,
BBM,11,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608182.45,507588.88,,,
BBM,12,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608837.74,507459.25,,,
BBM,13,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608863.33,507450.01,,,
BBM,14,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608882.36,507436.31,,,
BBM,15,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608853.28,507342.13,,,
BBM,16,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608685.78,507226.68,,,
BBM,17,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608584.86,507159.58,,,
BBM,18,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608537.77,507218.38,,,
BBM,19,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608182.65,507248.85,,,
BBM,20,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608173.47,507085.72,,,
BBM,21,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608262.06,506995.84,,,
BBM,22,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608166.54,506754.91,,,
BBM,23,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608118.23,506714.04,,,
BBM,24,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608435.27,506883.71,,,
BBM,25,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608392.65,507036.05,,,
BBM,26,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608433.18,507023.07,,,
BBM,27,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608485.83,507051,,,
BBM,28,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608682.33,506912,,,
BBM,29,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608997.9,507053.11,,,
BBM,30,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1609239.69,507054.67,,,
BLLM,1,MCadm 594-D,PATEROS,METRO MANILA,NCR,14-32-55.730,121-03-54.773,,,1608888.965,507028.142,,,
BLLM,2,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1608686.52,506955.996,,,
MBM,1,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1607871.75,507239.92,,,
MBM,2,MCadm 594-D,PATEROS,METRO MANILA,NCR,,,,,1607826.39,507041.17,,,
BLLM,1,,PATEROS,METRO MANILA,NCR,14-32-45.51,121-03-59.78,20000,20000,,,,,
BLLM,2,,PATEROS,METRO MANILA,NCR,,,20086.78,19795.42,,,,,
BLBM,,ALABANG STOCK FARM,TAGUIG,METRO MANILA,NCR,,,8382.59,16832.88,,,,,
BBM,1,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1606537.54,510884.85,,,
BBM,2,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1606434.94,510543.08,,,
BBM,3,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1608172.6,508619.66,,,
BBM,4,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1606327.27,510343.94,,,
BBM,5,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1607609.04,508477.35,,,
BBM,6,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,,,,,NO DATA
BBM,7,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1606043.01,509995.6,,,
BBM,8,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1604736.09,509402.69,,,
BBM,9,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1604521.19,508706.1,,,
BBM,10,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1606371.12,507745.32,,,
BBM,11,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1606707.53,507545.21,,,
BBM,12,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1607021.49,507198.64,,,
BBM,13,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1607065.24,507334.19,,,
BBM,14,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1607241.91,507776.8,,,
BBM,15,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1607621.65,507884.53,,,
BBM,16,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1606701.95,507798.05,,,
BBM,17,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1606642.06,507767.38,,,
BBM,18,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1606286.52,507610.24,,,
BBM,19,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1605873.08,506523.39,,,
BBM,20,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1606165.54,506546.12,,,
BBM,21,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1606635.31,507178.47,,,
BBM,22,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1607017.72,506283.71,,,
BBM,23,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1606804.81,508389.84,,,
BBM,24,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1605949.47,507811.21,,,
BBM,25,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1604916.77,506496.94,,,
BBM,26,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1604597.59,506981.69,,,
BBM,27,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1601870.21,505701.83,,,
BBM,28,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1601993.92,506421.61,,,
BBM,29,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1603659.01,505410.06,,,
BBM,30,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1603097.59,505576.79,,,
BBM,31,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1603234.33,506056.01,,,
BBM,32,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1603267.97,506206.59,,,
BBM,33,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1603787.18,506260.59,,,
BBM,34,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1603618.64,506021.8,,,
BBM,35,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1604169.26,505550.88,,,
BBM,36,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1604022.7,505389.72,,,
BBM,37,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1607758.54,509901.78,,,
BBM,38,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1605421.03,505339.5,,,
BBM,39,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1605837.52,507752.01,,,
BBM,40,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1608426.58,508599.09,,,
BLLM,1,MCadm 590-D,TAGUIG,METRO MANILA,NCR,14-31-42.769,121-04-22.635,,,1606647.046,507862.879,,,
BLLM,2,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1606917.163,508180.278,,,
BLLM,3,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1607448.542,510676.686,,,
BLLM,4,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1606821.49,510977.879,,,
BLLM,5,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1602625.903,505563.723,,,
BLLM,6,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1601142.86,506095.328,,,
MBM,1,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1600009.3,505924.65,,,
MBM,2,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1600100.56,505435.53,,,
MBM,3,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,,,,,"= MBM 6, CAD 299, PARAÑAQUE"
MBM,4,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,,,,,"= MBM 4, CAD 299, PARAÑAQUE"
MBM,5,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,,,,,"= MBM 3, CAD 299, PARAÑAQUE"
MBM,6,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,,,,,"= MBM 2, CAD 299, PARAÑAQUE"
MBM,7,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,,,,,"= MBM 1, CAD 299, PARAÑAQUE"
MBM,8,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,,,,,NO DATA
MBM,9,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,,,,,"= MBM 7, CAD 259, PASAY"
MBM,10,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,,,,,"= MBM 2, Mcadm 594-D, PATEROS"
MBM,11,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,,,,,"= MBM 1, Mcadm 594-D, PATEROS"
MBM,12,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1608512.73,510288.51,,,
MBM,13,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1608330.12,511197.41,,,
MBM,8-A,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1603664.26,504903.34,,,
MBM,9-A,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,,,,,NO DATA
,TAGUIG CH. SPIRE,MCadm 590-D,TAGUIG,METRO MANILA,NCR,,,,,1606616.127,507856.661,,,
TRI. STA.,,TAGUIG CH. TOWER,TAGUIG,METRO MANILA,NCR,,,19991.72,19970.89,,,,,
BLLM,1,,TAGUIG,METRO MANILA,NCR,14-31-42.11,121-04-23.35,20000,20000,,,,,
BLLM,2,,TAGUIG,METRO MANILA,NCR,,,20162.06,20232.17,,,,,
BLLM,1,,SAN PEDRO - MAKATI,METRO MANILA,NCR,14-34-08.72,121-01-52.98,20000,20000,,,,,
BLLM,2,,SAN PEDRO - MAKATI,METRO MANILA,NCR,,,19849.89,19882.94,,,,,
