TRI STA,1,AGNO CH. SPIRE,AGNO,PANGASINAN,1,,,,,,,,,
TRI STA,2,AGNO CH. SPIRE,AGNO,PANGASINAN,1,,,20028.21,19953.15,1782895.552,371441.947,,,
BLBM,1,ALOLENG,AGNO,PANGASINAN,1,,,21601.34,18165.54,1784479.309,369663.244,,,
BLBM,2,ALOLENG,AGNO,PANGASINAN,1,,,21621.47,18066.36,1784500.02,369564.167,,,
BLBM,1,CALIPAYAN,AGNO,PANGASINAN,1,,,26341.65,21621.58,1789200.128,373147.356,,,
BLBM,2,CALIPAYAN,AGNO,PANGASINAN,1,,,26392.86,21732.16,1789250.7,373258.249,,,
BLBM,1,CALONGBAYAN,AGNO,PANGASINAN,1,,,23305.99,18817.08,1786180.401,370324.801,,,
BLBM,1,CALONGBAYAN,AGNO,PANGASINAN,1,,,23307.04,18809.18,1786181.498,370316.906,,,
BLBM,2,CALONGBAYAN,AGNO,PANGASINAN,1,,,23388.53,18789.15,1786263.116,370297.347,,,
BLBM,2,CALONGBAYAN,AGNO,PANGASINAN,1,,,23388.53,18789.15,1786263.116,370297.347,,,
BLBM,1,CAYUNGNAN,AGNO,PANGASINAN,1,,,21791.9,24081.6,1784635.438,375581.205,,,
BLBM,2,CAYUNGNAN,AGNO,PANGASINAN,1,,,21807.01,23989.15,1784651.088,375488.831,,,
BLBM,1,JURISDICTION-CAY,AGNO,PANGASINAN,1,,,24006.76,24512.91,1786848.074,376025.462,,,
BLBM,2,JURISDICTION-CAY,AGNO,PANGASINAN,1,,,24078.38,24614.93,1786919.109,376127.911,,,
TRI STA,1,LOCLOC,AGNO,PANGASINAN,1,,,11024.28,17060.52,1773907.183,368496.488,,,
TRI STA,2,LOCLOC,AGNO,PANGASINAN,1,,,10922.19,17038.48,1773805.207,368473.85,,,
BLBM,1,MACABOBONI,AGNO,PANGASINAN,1,,,28552.46,17781.24,1791433.645,369319.357,,,
BLBM,2,MACABOBONI,AGNO,PANGASINAN,1,,,28443.83,17704.4,1791325.448,369241.873,,,
BLBM,1,SABANGAN ODA,AGNO,PANGASINAN,1,,,19194.4,23034.1,1782043.695,374518.451,,,
BLBM,2,SABANGAN ODA,AGNO,PANGASINAN,1,,,19217.97,23114.6,1782066.799,374599.098,,,
BLBM,1,SAN AGUSTIN,AGNO,PANGASINAN,1,,,18195.8,24197.8,1781038.191,375676.484,,,
BLBM,2,SAN AGUSTIN,AGNO,PANGASINAN,1,,,18123.07,24245.27,1780965.176,375723.536,,,
BLBM,1,SAN BRUNO,AGNO,PANGASINAN,1,,,18836.3,20849.4,1781698.262,372331.38,,,
BLBM,2,SAN BRUNO,AGNO,PANGASINAN,1,,,18739.64,21122.11,1781600.002,372603.564,,,
BLLM,1,,AGNO,PANGASINAN,1,16-07-04.47,119-47-55.21,20000,20000,1782867.065,371488.639,,,
BLLM,2,,AGNO,PANGASINAN,1,,,19932.47,19974.66,1782799.673,371462.902,,,
BLBM,1,BACACIO,AGUILAR,PANGASINAN,1,,,15853.3,22043.5,1753324.891,420275.213,,,
BLBM,2,BACACIO,AGUILAR,PANGASINAN,1,,,15733.85,22122.57,1753205.15,420353.849,,,
BLBM,1,BAYBAY,AGUILAR,PANGASINAN,1,,,20978.9,19634.6,1758459.404,417884.954,,,
BLBM,2,BAYBAY,AGUILAR,PANGASINAN,1,,,20870.9,19683.02,1758351.224,417932.981,,,
BLBM,1,BUER,AGUILAR,PANGASINAN,1,,,14670.8,22434.4,1752140.938,420661.808,,,
BLBM,2,BUER,AGUILAR,PANGASINAN,1,,,14555.65,22480.34,1752025.618,420707.328,,,
TRI STA,1,NAMBERSIAN,AGUILAR,PANGASINAN,1,,,,,,,,,
TRI STA,2,NAMBERSIAN,AGUILAR,PANGASINAN,1,,,17652.77,21681.88,"1,755,125.722 ",419920.15,,,
BLBM,1,NIÑOY,AGUILAR,PANGASINAN,1,,,17646.1,20604.3,1755122.981,418842.52,,,
BLBM,2,NIÑOY,AGUILAR,PANGASINAN,1,,,17542.77,20688.77,1755019.34,418926.615,,,
