BLLM,1,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,13-21-17.047,121-06-09.240,,,1476792.909,511110.467,,,
BLLM,2,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1476664.816,511223.929,,,
BLLM,3,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1474859.834,511481.934,,,
BLLM,4,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1474701.394,511411.822,,,
BLLM,5,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1472712.779,511158.567,,,
BLLM,6,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1472588.313,511102.213,,,
BLLM,7,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1469742.315,507903.616,,,
BLLM,8,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1469871.219,507868.120,,,
BLLM,9,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1473904.489,506798.447,,,
BLLM,10,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1473615.368,507154.832,,,
BLLM,11,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1477315.103,506822.110,,,
BLLM,12,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1477015.858,507130.785,,,
BBM,1,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1477165.92,510158.84,,,
BBM,2,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1476798.60,508938.05,,,
BBM,3,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1476985.85,509003.92,,,
BBM,4,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1477111.66,508773.27,,,
BBM,5,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1477966.61,509526.20,,,
BBM,6,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1478193.39,511311.28,,,
BBM,7,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1479266.18,511357.14,,,
BBM,8,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1479560.09,511050.48,,,
BBM,9,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1478590.79,509625.32,,,
BBM,10,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1476979.96,508147.42,,,
BBM,11,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1477361.36,507994.94,,,
BBM,12,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1477566.07,507231.28,,,
BBM,13,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1478594.78,508019.70,,,
BBM,14,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1478492.01,509554.90,,,
BBM,15,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1478785.22,507957.55,,,
BBM,16,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1477746.14,506147.63,,,
BBM,17,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1478578.64,505905.86,,,
BBM,18,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,,,,,
BBM,19,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1479350.59,506231.85,,,
BBM,20,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,,,,,
BBM,21,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,,,,,
BBM,22,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1480199.16,507980.68,,,
BBM,23,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1479916.62,509093.65,,,
BBM,24,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1479623.10,509278.56,,,
BBM,25,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1480382.47,510051.98,,,
BBM,26,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1480714.04,510667.25,,,
BBM,27,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1481049.14,510871.50,,,
BBM,28,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1482264.56,511195.96,,,
BBM,29,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1482630.07,509988.02,,,
BBM,30,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1483204.40,509938.26,,,
BBM,31,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1483566.06,509817.14,,,
BBM,32,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1483494.09,511574.37,,,
BBM,33,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1483741.70,511750.05,,,
BBM,34,CAD 644-D,BACO,ORIENTAL MINDORO,REGION IV-B,,,,,1482605.88,512879.08,,,
