BLBM,3,Atok (Dist.),ATOK,BENGUET,CAR,,,20077.4,19932.57,,,,,
BLBM, AB1,Atok (Dist.),ATOK,BENGUET,CAR,16-34-53.53,120-43-44.54,20838.05,25226.61,,,,,
BLBM, AB2,Atok (Dist.),ATOK,BENGUET,CAR,,,20691.23,27556.83,,,,,
BLBM,(Old) 1,Atok (Dist.),ATOK,BENGUET,CAR,16-34-26.31,120-40-48.25,20000,20000,,,,,
S,50,Caliguing,ATOK,BENGUET,CAR,16-32-42.63,120-42-00.37,16813.28,22138.19,,,,,
S,51,Caliguing,ATOK,BENGUET,CAR,,,16811.54,22063.11,,,,,
BLBM,1,Naguey,ATOK,BENGUET,CAR,,,22738.83,21363.95,,,,,
BLBM,2,Naguey,ATOK,BENGUET,CAR,,,22637.48,21349.76,,,,,
BLBM,1,Saniangao,ATOK,BENGUET,CAR,16--32-05.89,120-42-03.64,15683.79,22412.83,,,,,
BLBM,2,Saniangao,ATOK,BENGUET,CAR,,,15683.18,22505.39,,,,,
BLBM,3,Saniangao,ATOK,BENGUET,CAR,169-32-06.19,120-42-12.55,15693.05,22499.26,,,,,
BLBM,4,Saniangao,ATOK,BENGUET,CAR,,,15382.32,22385.86,,,,,
BLBM,1,Tabio,ATOK,BENGUET,CAR,16-30-29.41,120-41-12.82,12718.47,20728.43,,,,,
BLBM,2,Tabio,ATOK,BENGUET,CAR,,,12770.1,20185.1,,,,,
Top.,1,Topdac,ATOK,BENGUET,CAR,16-33-25.47,120-42-33.65,18131.31,23124.91,,,,,
Top.,2,Topdac,ATOK,BENGUET,CAR,,,17650.28,23958.81,,,,,
BLLM,1,,ATOK,BENGUET,CAR,16-34-26.31,120-40-48.25,20000,20000,,,,,
BLLM,2,,ATOK,BENGUET,CAR,,,19991.56,19927.57,,,,,
Tri. STA.,Atok,,ATOK,BENGUET,CAR,16-35-08.329,120-40-21.055,,,,,,,
Tri. STA.,Atok,,ATOK,BENGUET,CAR,16-37-53.335,120-45-04.956,,,,,,,
BDRY. COR ,1,TS 39,BAGUIO,BENGUET,CAR,,,12923.23,4184.32,,,,,
BLLM,1,TS 39,BAGUIO,BENGUET,CAR,16-24-24.121,20-36-20.331,10349.07,11414.98,,,,,
BLLM,1,TS 39,BAGUIO,BENGUET,CAR,,,10775.73,11731.56,,,,,
BLLM,2,TS 39,BAGUIO,BENGUET,CAR,,,10205.75,11310.32,,,,,
BLLM,3,TS 39,BAGUIO,BENGUET,CAR,,,10295.07,11366.17,,,,,
BLLM,4,TS 39,BAGUIO,BENGUET,CAR,,,10426.87,,,,,,
BLLM,5,TS 39,BAGUIO,BENGUET,CAR,,,10623.47,,,,,,
BLLM,6,TS 39,BAGUIO,BENGUET,CAR,,,,,,,,,NO DATA
BLLM,7,TS 39,BAGUIO,BENGUET,CAR,,,9247.83,9399.96,,,,,
BLLM,8,TS 39,BAGUIO,BENGUET,CAR,,,10658.66,,,,,,
BLLM,9,TS 39,BAGUIO,BENGUET,CAR,,,,,,,,,NO DATA
BLLM,10,TS 39,BAGUIO,BENGUET,CAR,,,9899.28,10542.45,,,,,
BLLM,11,TS 39,BAGUIO,BENGUET,CAR,,,,,,,,,NO DATA
BLLM,12,TS 39,BAGUIO,BENGUET,CAR,,,11493.09,9180.14,,,,,
BLLM,13,TS 39,BAGUIO,BENGUET,CAR,,,11430.98,9144.43,,,,,
BLLM,14,TS 39,BAGUIO,BENGUET,CAR,,,9637.72,9774.23,,,,,
BLLM,15,TS 39,BAGUIO,BENGUET,CAR,,,10079.57,9368.86,,,,,
BLLM,16,TS 39,BAGUIO,BENGUET,CAR,,,,,,,,,NO DATA
BLLM,17,TS 39,BAGUIO,BENGUET,CAR,,,10853.05,12366.37,,,,,
BLLM,18,TS 39,BAGUIO,BENGUET,CAR,,,11072.72,12666.72,,,,,
BLLM,19,TS 39,BAGUIO,BENGUET,CAR,,,11012.8,12787.12,,,,,
BLLM,20,TS 39,BAGUIO,BENGUET,CAR,,,10635.09,8654.3,,,,,
BLLM,21,TS 39,BAGUIO,BENGUET,CAR,,,10691.34,8697.4,,,,,
BLLM,22,TS 39,BAGUIO,BENGUET,CAR,,,10724.82,8265.22,,,,,
BLLM,23,TS 39,BAGUIO,BENGUET,CAR,,,10797.73,8288.17,,,,,
BLLM,24,TS 39,BAGUIO,BENGUET,CAR,,,,12240.5,,,,,
BLLM,25,TS 39,BAGUIO,BENGUET,CAR,,,11484.39,12734.74,,,,,
BLLM,26,TS 39,BAGUIO,BENGUET,CAR,,,10142.11,9699.27,,,,,
BLLM,28,TS 39,BAGUIO,BENGUET,CAR,,,10625.73,11731.56,,,,,
BLLM,29,TS 39,BAGUIO,BENGUET,CAR,,,9953.53,11009.83,,,,,
BLLM,30,TS 39,BAGUIO,BENGUET,CAR,,,9892.94,10914.5,,,,,
BLLM,31,TS 39,BAGUIO,BENGUET,CAR,,,10559.61,9539.23,,,,,
BLLM,32,TS 39,BAGUIO,BENGUET,CAR,,,10667.63,12722.66,,,,,
BLLM,33,TS 39,BAGUIO,BENGUET,CAR,,,10727.24,12738.28,,,,,
BLLM,34,TS 39,BAGUIO,BENGUET,CAR,,,10367.05,9823,,,,,
BLLM,35,TS 39,BAGUIO,BENGUET,CAR,,,10730.57,9354.63,,,,,
BLLM,36,TS 39,BAGUIO,BENGUET,CAR,,,,,,,,,NO DATA
BLLM,37,TS 39,BAGUIO,BENGUET,CAR,,,,,,,,,NO DATA
BLLM,38,TS 39,BAGUIO,BENGUET,CAR,,,,,,,,,NO DATA
BLLM,39,TS 39,BAGUIO,BENGUET,CAR,,,10758.72,9058.52,,,,,
