SCT,154,,APOPONG GEN.SANTOS CITY,SOUTH COTABATO,XII,6-07-46.3416,125-06-44.2412,,,677719.6674,512428.5177,,,ESTABLISHED BY  FNSP-K
SCT,155,,APOPONG GEN.SANTOS CITY,SOUTH COTABATO,XII,6-07-45.7631,125-0642.7095,,,677701.8899,512381.4279,,,ESTABLISHED BY  FNSP-K
BLLM,1,PLS-214-D,BANGA,SOUTH COTABATO,XII,6-25-22.395,124-46-32.178,30000,30000,,,,,
SCT,76,,BARRIO 5 BANGA,SOUTH COTABATO,XII,6-23-14.7764,124-47-22.6567,,,706240.2607,476726.8313,,,ESTABLISHED BY  FNSP-K
SCT,77,,BARRIO 5 BANGA,SOUTH COTABATO,XII,6-23-19.6478,124-47-25.4360,,,706389.8523,476812.0976,,,ESTABLISHED BY  FNSP-K
BLLM,33,,BARRIO 6 BANGA,SOUTH COTABATO,XII,6-27-52.9624,124-47-49.7433,,,714784.5971,477562.3956,,,ESTABLISHED BY  FNSP-K
BLLM,34,,BARRIO 6 BANGA,SOUTH COTABATO,XII,6-27-50.5750,124-47-47.8886,,,714711.2897,477505.3739,,,ESTABLISHED BY  FNSP-K
SCT,160,,BASAG TIBULI,SOUTH COTABATO,XII,6-09-54.3275,125-03-24.4588,,,681649.81,506285.7278,,,ESTABLISHED BY  FNSP-K
SCT,161,,BASAG TIBULI,SOUTH COTABATO,XII,6-09-55.2393,125-03-17.7536,,,681677.7927,506079.5849,,,ESTABLISHED BY  FNSP-K
SCT,15,,BAWING GEN.SANTOS CITY,SOUTH COTABATO,XII,5-59-29.3277,125-06-57.6754,,,662453.9162,512844.8213,,,ESTABLISHED BY  FNSP-K
SCT,16,,BAWING GEN.SANTOS CITY,SOUTH COTABATO,XII,5-59-38.5222,125-07-00.3248,,,662736.3415,512926.2379,,,ESTABLISHED BY  FNSP-K
SCT,17,,BAWING GEN.SANTOS CITY,SOUTH COTABATO,XII,5-57-40.2984,125-06-04.3234,,,659104.7561,511204.6959,,,ESTABLISHED BY  FNSP-K
SCT,18,,BAWING GEN.SANTOS CITY,SOUTH COTABATO,XII,5-57-42.5884,125-06-13.9753,,,659175.1479,511501.5229,,,ESTABLISHED BY  FNSP-K
CTS,3035,,BONG MAL TAMPAKAN,SOUTH COTABATO,XII,6-28-41.75874,125-07-27.74257,,,716280.5963,513756.7948,,,ESTABLISHED BY  FNSP-K AND EVALUATED BY NAMRIA
CTS,3036,,BONG MAL TAMPAKAN,SOUTH COTABATO,XII,6-28-37.66972,125-07-27.06978,,,716154.9937,513736.1542,,,ESTABLISHED BY  FNSP-K AND EVALUATED BY NAMRIA
BLLM,1,PLS-209-D,BUAYAN,SOUTH COTABATO,XII,6-21-4.79,125-03-45.21,20000,20000,,,,,
BLLM,1,PLS-219,BUAYAN,SOUTH COTABATO,XII,6-06-21.14,125-14-39.98,40000,40000,,,,,
BLLM,1,PLS-219,BUAYAN,SOUTH COTABATO,XII,6-06-21.14,125-14-39.98,40000,40000,,,,,
BLLM,1,PLS-219,BUAYAN,SOUTH COTABATO,XII,6-06-21.14,125-14-39.98,40000,40000,,,,,
BLLM,1,PLS-219,BUAYAN,SOUTH COTABATO,XII,6-06-21.14,125-14-39.98,40000,40000,,,,,
BLLM,1,PLS-219,BUAYAN,SOUTH COTABATO,XII,6-Jun,125-14,40940.96,39853.86,,,,,
BLLM,2,PLS-209-D,BUAYAN,SOUTH COTABATO,XII,,,19989.17,19600.27,,,,,
BLLM,2,PLS-219,BUAYAN,SOUTH COTABATO,XII,,,39943.52,40194.27,,,,,
BLLM,2,PLS-220,BUAYAN,SOUTH COTABATO,XII,12-Jun,125-15,51297.6,40767.63,,,,,
BLLM,3,PLS-209-D,BUAYAN,SOUTH COTABATO,XII,,,14258.44,22234.82,,,,,
BLLM,3,PLS-219,BUAYAN,SOUTH COTABATO,XII,,,36562.65,45725.8,,,,,
BLLM,3,PLS-221,BUAYAN,SOUTH COTABATO,XII,17-Jun,125-16,60558.48,43079.32,,,,,
BLLM,4,PLS-209-D,BUAYAN,SOUTH COTABATO,XII,,,14510.68,22233.71,,,,,
BLLM,4,PLS-219,BUAYAN,SOUTH COTABATO,XII,,,36959.3,45706.29,,,,,
BLLM,5,PLS-209-D,BUAYAN,SOUTH COTABATO,XII,,,15319.39,24632.39,,,,,
BLLM,5,PLS-219,BUAYAN,SOUTH COTABATO,XII,,,38922.14,46192.06,,,,,
BLLM,6,PLS-209-D,BUAYAN,SOUTH COTABATO,XII,,,15452.54,25006.82,,,,,
BLLM,6,PLS-219,BUAYAN,SOUTH COTABATO,XII,,,38971.26,45810.27,,,,,
BLLM,7,PLS-209-D,BUAYAN,SOUTH COTABATO,XII,,,20234.59,25419.28,,,,,
