BBM,1,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,831927.32,582564.38,,,S-48
BBM,2,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,831989.73,582106.87,,,S-47
BBM,3,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,832464.06,581305.72,,,S-50
BBM,4,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,832925.25,580525.98,,,S-51
BBM,5,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,835313.07,581992.77,,,S-55
BBM,6,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,835968.81,582326.7,,,S-56
BBM,7,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,836755.74,582716.12,,,S-60
BBM,8,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,835464.06,583046.83,,,S-57
BBM,9,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,835349.23,583403.14,,,S-58
BBM,10,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,838426.73,584427.33,,,S-69
BBM,11,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,838984.67,583656.05,,,S-68
BBM,12,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,838056.82,583303.77,,,S-63
BBM,13,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,838994.65,583434.87,,,S-67
BBM,14,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,856334.99,575653.89,,,S-123=MBM 12
BBM,15,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,837719.95,582073.48,,,S-62
BBM,16,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,842176.66,581491.93,,,S-78
BBM,17,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,840655.29,583622.51,,,S-94
BBM,18,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,841109.88,584650.47,,,S-95
BBM,19,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,843105.51,584427.87,,,S-100
BBM,20,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,843421.37,583693.15,,,S-101
BBM,21,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,853412.27,576987.44,,,S-118=MBM 11
BBM,22,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,844404.59,584622.75,,,S-104
BBM,23,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,846365.73,584064.49,,,S-92
BBM,24,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,846425.46,582468.99,,,S-90
BBM,25,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,849413.98,583568.55,,,S-130
BBM,26,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,849536.48,583850.81,,,S-129
BBM,27,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,852723.62,582996.15,,,S-134
BBM,28,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,844860.58,580370.65,,,S-86
BBM,29,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,843417,583461.36,,,S-102
BBM,30,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,843521.44,581546.43,,,S-80
BBM,31,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,841297.93,579199,,,S-76=MBM 5
BBM,32,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,844091.31,578839.16,,,S-84=MBM 7
BBM,33,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,846831.34,577842.69,,,"S-107=MBM 8=MBM 5,CAD-283"
BBM,34,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,850058.76,577407.86,,,S-112=MBM 10
BBM,35,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,845572.35,581042.17,,,S-87
BBM,36,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,845708,582010.98,,,S-88
BBM,37,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,848052.92,579658.04,,,S-105
BBM,38,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,848150.45,578065.15,,,S-108
BBM,39,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,855673.27,582444.15,,,S-141
BBM,40,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,855980.2,582888.75,,,S-140=MBM 19
BBM,41,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,853335.14,584705.98,,,S-136=MBM 22
BBM,42,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,849932.91,586032.86,,,S-133=MBM 23
BBM,43,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,855734.71,579019.26,,,S-120
BBM,44,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,855632.3,580773.56,,,S-143
BBM,45,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,856925.09,580772.83,,,S-145
BBM,46,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,859204.65,579697.93,,,S-150
BBM,47,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,847356.32,585598.04,,,S-161=MBM 24
BBM,48,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,850105.1,583242.04,,,S-131
BBM,49,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,845342.85,586631.89,,,S-165
BBM,50,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,841320.73,586627.26,,,S-97=MBM 41
BBM,51,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,837494.11,586843.72,,,S-71=MBM 42
BBM,52,CAD 927-D,ASUNCION,DAVAO DEL NORTE,REGION XI,,,,,836038.07,586032.34,,,S-73=MBM 43
