BBM,1,PLS 221,BULUAN,SULTAN KUDARAT,REGION XII,6-34-12.95,124-48-16.76,22548.64,21712.7,,,,,,,,,,,,
BBM,2,PLS 221,BULUAN,SULTAN KUDARAT,REGION XII,6-33-29.91,124-49-06.94,21226.61,23254.22,,,,,,,,,,,,
BBM,2,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-43-15.64,124-39-24.02,23056.87,17851.02,,,,,,,,,,,,
BBM,3,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-47-37.31,124-39-54.78,31094.89,18795.85,,,,,,,,,,,,
BBM,4,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-50-10.47,124-38-53.24,35799.34,16906.06,,,,,,,,,,,,
BBM,5,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-51-21.84,124-41-49.69,37991.76,22324.65,,,,,,,,,,,,
BBM,6,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-48-49.14,124-42-51.63,33301.36,24226.89,,,,,,,,,,,,
BBM,7,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-48-25.41,124-41-53.06,32572.21,22428.29,,,,,,,,,,,,
BBM,8,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-46-53.53,124-42-30.08,29749.9,23565.19,,,,,,,,,,,,
BBM,9,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-47-17.15,124-43-28.51,30475.48,25359.56,,,,,,,,,,,,
BBM,10,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-45-52.40,124-42-54.78,27872.13,24323.67,,,,,,,,,,,,
BBM,11,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-45-06.26,124-40-56.92,26454.9,20704.2,,,,,,,,,,,,
BBM,12,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-44-14.76,124-41-15.61,24873.03,21278.17,,,,,,,,,,,,
BBM,13,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-43-19.64,124-41-37.22,23179.82,21942.03,,,,,,,,,,,,
BBM,14,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-43-32.58,124-42-06.89,23577.22,22853.15,,,,,,,,,,,,
BBM,15,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-43-56.41,124-43-05.81,24309.37,24662.53,,,,,,,,,,,,
BBM,16,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-44-32.43,124-44-35.22,25415.75,27408.37,,,,,,,,,,,,
BBM,17,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-42-30.65,124-41.57.37,21675.05,22560.84,,,,,,,,,,,,
BBM,18,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-42-06.83,124-40-56.77,20943.48,20699.61,,,,,,,,,,,,
BBM,19,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-40-36.01,124-41-33.96,18153.56,21841.86,,,,,,,,,,,,
BBM,20,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-41-36.80,124-42-22.41,20020.82,23329.96,,,,,,,,,,,,
BBM,21,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-42-11.93,124-43-47.85,21099.91,25954.05,,,,,,,,,,,,
BBM,22,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-43-01.14,124-43-28.17,22611.73,25349.52,,,,,,,,,,,,
BBM,23,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-40-12.54,124-43-45.33,17432.79,25876.77,,,,,,,,,,,,
BBM,24,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-38-58.83,124-42-26.84,15168.43,23465.98,,,,,,,,,,,,
BBM,25,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-39-47.59,124-39-30.62,16666.11,18053.62,,,,,,,,,,,,
BBM,26,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-43-13.19,124-45-07.23,22981.85,28391.87,,,,,,,,,,,,
BBM,27,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-40-44.36,124-42-59.90,18410.1,24481.47,,,,,,,,,,,,
BBM,28,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-41-08.27,124-42-36.93,19144.6,23776.03,,,,,,,,,,,,
BBM,29,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-42-29.34,124-45-52.20,21634.82,29772.99,,,,,,,,,,,,
BBM,30,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-42-04.09,124-45-32.93,20859.2,29181.4,,,,,,,,,,,,
BBM,31,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-41-37.13,124-46-09.01,20030.88,30289.41,,,,,,,,,,,,
BBM,32,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-41-18.04,124-44-58.68,19444.64,28129.41,,,,,,,,,,,,
BBM,33,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-38-28.00,124-40-38.59,14221.31,20141.4,,,,,,,,,,,,
BBM,34,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-38-59.74,124-45-55.16,15196.35,29864.45,,,,,,,,,,,,
BBM,35,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-38-42.18,124-45-16.71,14656.94,28683.51,,,,,,,,,,,,
BBM,36,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-38-12.74,124-44-28.01,13752.84,27187.92,,,,,,,,,,,,
BBM,37,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-36-13.86,124-45-02.65,10101.11,28251.98,,,,,,,,,,,,
BBM,38,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-35-06.24,124-45-22.55,8023.94,28863.49,,,,,,,,,,,,
BBM,39,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-35-35.72,124-46-55.03,8929.43,31703.94,,,,,,,,,,,,
BBM,40,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-36-29.73,124-46-40.24,10588.52,31249.51,,,,,,,,,,,,"NOTE: FOR BLLM #69,PLS-360 KABACAN,NO.COTABATO SEE CERTIFICATIONS) LETTER FURNISHED BY DENR-RTD,REG12 KORONADAL CITY AND FILED ON 10/5/2004"
BBM,41,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-34-48.58,124-44-26.19,7481.42,27132.22,,,,,,,,,,,,
BBM,42,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-36-02.53,124-43-56.44,9753,26218.32,,,,,,,,,,,,
BBM,43,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-37-30.07,124-42-48.04,12441.93,24117.35,,,,,,,,,,,,
BLBM,1,PLS 221,BULUAN,SULTAN KUDARAT,REGION XII,6-34-18.43,124-52-40.97,22717.07,29829.6,,,,,,,,,,,,
BLBM,2,PLS 221,BULUAN,SULTAN KUDARAT,REGION XII,6-34-12.05,124-52-44.05,22520.87,29923.92,,,,,,,,,,,,
BLLM,1,PLS 221,BULUAN,SULTAN KUDARAT,REGION XII,6-32-49.977,124-47-21.006,20000,20000,,,,,,,,,,,,
BLLM,1,PLS 221,BULUAN,SULTAN KUDARAT,REGION XII,6-32-4.977,124-47-21.000,20000,20000,,,,,,,,,,,,
BLLM,1,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-41-36.120,124-40-33.992,20000,20000,,,,,,,,,,,,
BLLM,2,PLS 221,BULUAN,SULTAN KUDARAT,REGION XII,,,20153.55,19816.397,,,,,,,,,,,,
BLLM,2,PLS 221,BULUAN,SULTAN KUDARAT,REGION XII,6-32-54.98,124-47-15.03,20153.55,19816.397,,,,,,,,,,,,
BLLM,2,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-41-23.98,124-40-38.91,19627.21,20151.26,,,,,,,,,,,,
BLLM,3,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-39-43.23,124-41-43.78,16532.37,22143.4,,,,,,,,,,,,
BLLM,4,PLS 73,BULUAN,SULTAN KUDARAT,REGION XII,6-39-36.94,124-41-50.10,16339.09,22337.75,,,,,,,,,,,,
