MBM,2,CAD 876-D,UYUGAN,BATANES,II,,,,,2252122.44,597238.59,,,,
MBM,3,CAD 876-D,UYUGAN,BATANES,II,,,,,2255906.64,598353.33,,,,
MBM,4,CAD 876-D,UYUGAN,BATANES,II,,,,,2255789.25,599579.03,,,,
MBM,5,CAD 876-D,UYUGAN,BATANES,II,,,,,2255611.71,600706.21,,,,
MBM,6,CAD 876-D,UYUGAN,BATANES,II,,,,,2255619.33,600985.02,,,,
MBM,7,CAD 876-D,UYUGAN,BATANES,II,,,,,2256117.78,601160.42,,,,
BLLM,1,,UYUGAN,BATANES,II,,,20000,20000,,,,,No Position,
BLLM,2,,UYUGAN,BATANES,II,,,19922.23,20143.78,,,,,,
BLLM,3,,UYUGAN,BATANES,II,,,20697.31,20501.64,,,,,,
BLLM,4,,UYUGAN,BATANES,II,,,22553.38,22557.2,,,,,,
