BLLM,1,,BUGASONG,Antique,VI,11-02-46.14,122-03-31.74,20000.00,20000.00,,,,,
BLLM,2,,BUGASONG,Antique,VI,,,20133.87,20068.92,,,,,
BLBM,1,Bagtason,BUGASONG,Antique,VI,11-00-16,,15382.41,28023.74,,,,,
BLBM,2,Bagtason,BUGASONG,Antique,VI,,,15238.17,22038.90,,,,,
BLBM,1,Camangahan,BUGASONG,Antique,VI,11-01-52,,18330.64,19053.20,,,,,
BLBM,2,Camangahan,BUGASONG,Antique,VI,,,18187.96,18986.72,,,,,
BLBM,1,Cubay,BUGASONG,Antique,VI,11-04-04,,22378.88,20213.52,,,,,
BLBM,2,Cubay,BUGASONG,Antique,VI,,,22584.03,20087.43,,,,,
BLBM,1,Igbalangao,BUGASONG,Antique,VI,11-00-46,,16307.92,20040.84,,,,,
BLBM,2,Igbalangao,BUGASONG,Antique,VI,,,16226.92,20263.29,,,,,
BLBM,1,Igbanto,BUGASONG,Antique,VI,10-59-54,,14717.76,17017.25,,,,,
BLBM,2,Igbanto,BUGASONG,Antique,VI,,,14806.63,17074.52,,,,,
BLBM,1,Jinaliman,BUGASONG,Antique,VI,11-03-49,,21939.13,18051.04,,,,,
BLBM,2,Jinaliman,BUGASONG,Antique,VI,,,22073.24,18011.04,,,,,
BLBM,1,Pañalgacan,BUGASONG,Antique,VI,11-03-57,,22180.92,27962.15,,,,,
BLBM,2,Pañalgacan,BUGASONG,Antique,VI,,,22183.17,28134.38,,,,,
BLBM,1,Tangudtud,BUGASONG,Antique,VI,11-03-46,,21835.52,21451.78,,,,,
BLBM,2,Tangudtud,BUGASONG,Antique,VI,,,21943.98,21567.78,,,,,
BLBM,1,Zaragosa,BUGASONG,Antique,VI,11-00-29,,15797.74,17858.42,,,,,
BLBM,2,Zaragosa,BUGASONG,Antique,VI,,,15790.87,17707.15,,,,,
BLBM,,X #27,BUGASONG,Antique,VI,11-01-07,,16970.65,18582.79,,,,,
BLBM,,O #80,BUGASONG,Antique,VI,11-03-29,,21305.25,20480.06,,,,,
TRI. STA,,Bugason,BUGASONG,Antique,VI,12-02-15,,19051.54,19750.24,,,,,
BLBM,,P.L.S  Mon. Talisay,BUGASONG,Antique,VI,11-04-32,,,,,,,,
BLBM,,P.L.S  Mon. Igsoro,BUGASONG,Antique,VI,11-06-57,,,,,,,,
BLLM,1,,BARBAZA,Antique,VI,11-11-50.82,122-01-54.13,20000.00,20000.00,,,,,
BLLM,2,,BARBAZA,Antique,VI,,,20078.91,20082.50,,,,,
BLBM ,1,Igpalge,BARBAZA,Antique,VI,11-13-35,,23191.02,23233.79,,,,,
BLBM ,2,Igpalge,BARBAZA,Antique,VI,,,23074.17,23149.44,,,,,
BLBM ,1,Jinaliman,BARBAZA,Antique,VI,11-13-25,,22892.85,21635.57,,,,,
BLBM ,2,Jinaliman,BARBAZA,Antique,VI,,,22691.22,21477.10,,,,,
BLBM ,,P.R.S. #122,BARBAZA,Antique,VI,11-15-26,,26613.13,22332.55,,,,,
BLBM ,,BL. Mon. Capayaan,BARBAZA,Antique,VI,,,,,,,,,No Data Available
BLLM,1,,CULASI,Antique,VI,11-25-42.34,122-02-59.34,20000.00,20000.00,,,,,
BLLM,2,,CULASI,Antique,VI,,,20231.19,20090.45,,,,,
BLBM,1,Ablera,CULASI,Antique,VI,11-34-46,,36719.72,23432.52,,,,,
BLBM,2,Ablera,CULASI,Antique,VI,,,36862.54,23439.96,,,,,
BLBM,1,Arasasan,CULASI,Antique,VI,11-31-52,,31367.83,23052.94,,,,,
BLBM,2,Arasasan,CULASI,Antique,VI,,,31512.29,23056.05,,,,,
BLBM,1,Bacalan,CULASI,Antique,VI,11-33-05,,33599.72,22882.34,,,,,
BLBM,2,Bacalan,CULASI,Antique,VI,,,33708.57,22960.73,,,,,
BLBM,1,Batbatan,CULASI,Antique,VI,11-28-48,,25706.51,4990.95,,,,,
BLBM,2,Batbatan,CULASI,Antique,VI,,,25616.98,4932.61,,,,,
BLBM,1,Bitadton,CULASI,Antique,VI,11-29-54,,27743.43,23158.81,,,,,
BLBM,2,Bitadton,CULASI,Antique,VI,,,27849.94,23226.67,,,,,
BLBM,1,Panganta,CULASI,Antique,VI,11-28-35,,25302.29,21760.03,,,,,
BLBM,2,Panganta,CULASI,Antique,VI,,,25160.59,21664.54,,,,,
BLBM,1,Piningayan,CULASI,Antique,VI,11-28-17,,24756.11,24867.21,,,,,
BLBM,2,Piningayan,CULASI,Antique,VI,,,24788.40,24769.91,,,,,
BLBM,1,San Antonio,CULASI,Antique,VI,11-23-45,,16396.17,20207.20,,,,,
BLBM,2,San Antonio,CULASI,Antique,VI,,,16188.59,20329.60,,,,,
BLBM,1,San Gregorio,CULASI,Antique,VI,11-24-33,,17876.15,22572.98,,,,,
BLBM,2,San Gregorio,CULASI,Antique,VI,,,17849.88,22784.38,,,,,
BLBM,,BL. #54,CULASI,Antique,VI,11-28-40,,25449.75,21899.00,,,,,
BLBM,,X #68,CULASI,Antique,VI,11-30-47,,29359.22,23477.25,,,,,
BLBM,,Bdry. Mon. Culasi-Tibiao,CULASI,Antique,VI,11-21-33,,12343.89,20520.07,,,,,
TRI. STA,,Bacalan,CULASI,Antique,VI,11-33-38,,34606.69,23887.59,,,,,
TRI. STA,,Culasi Ch.,CULASI,Antique,VI,11-25-47,,20143.20,19999.50,,,,,
TRI. STA,,Batbatan,CULASI,Antique,VI,11-28-19,,24812.75,3567.09,,,,,
TRI. STA,,Culasi,CULASI,Antique,VI,11-26-56.522,122-06-38.564,,,,,,,
TRI. STA,,Maralison,CULASI,Antique,VI,11-25-02.890,122-01-16.272,,,,,,,
BLBM,,PLS. Mon. Batonan,CULASI,Antique,VI,11-22-29.7,,,,,,,,
BLBM,,PLS. Mon. Lipata,CULASI,Antique,VI,11-28-01,,,,,,,,
BLLM,1,,DAO,Antique,VI,10-31-06.18,121-56-22.90,20000.00,20000.00,,,,,
BLLM,2,,DAO,Antique,VI,,,20200.85,19955.90,,,,,
BLBM,1,Aniniy,DAO,Antique,VI,10-26-03,,10688.99,17846.76,,,,,
BLBM,2,Aniniy,DAO,Antique,VI,,,10560.11,17961.69,,,,,
BLBM,1,Arasasan,DAO,Antique,VI,10-35-14,,27619.98,22428.60,,,,,
BLBM,2,Arasasan,DAO,Antique,VI,,,27773.37,22460.67,,,,,
BLBM,1,Barasanan,DAO,Antique,VI,10-31-15,,20271.19,23189.38,,,,,
BLBM,2,Barasanan,DAO,Antique,VI,,,20346.76,23405.79,,,,,
BLBM,1,Cabangtuhan,DAO,Antique,VI,10-32-38,,22809.81,20997.24,,,,,
BLBM,2,Cabangtuhan,DAO,Antique,VI,,,23062.00,21114.35,,,,,
BLBM,1,Casay,DAO,Antique,VI,10-26-27,,11423.92,25405.34,,,,,
BLBM,2,Casay,DAO,Antique,VI,,,11327.62,25232.21,,,,,
BLBM,1,Diclum,DAO,Antique,VI,10-29-16,,16622.45,17503.86,,,,,
BLBM,2,Diclum,DAO,Antique,VI,,,16493.90,17473.57,,,,,
BLBM,1,Igtugas,DAO,Antique,VI,10-32-54,,23310.09,26524.68,,,,,
BLBM,2,Igtugas,DAO,Antique,VI,,,23410.70,26484.22,,,,,
BLBM,1,Magdalena,DAO,Antique,VI,10-26-38,,9920.43,23225.27,,,,,
BLBM,2,Magdalena,DAO,Antique,VI,,,9705.80,23253.53,,,,,
BLBM,1,San Francisco,DAO,Antique,VI,10-28-09,,14553.86,29127.40,,,,,
BLBM,2,San Francisco,DAO,Antique,VI,,,14832.62,28625.41,,,,,
BLBM,1,San Roque,DAO,Antique,VI,10-25-09,,9020.00,21974.84,,,,,
BLBM,2,San Roque,DAO,Antique,VI,,,9074.90,22115.53,,,,,
BLBM,93,BL. #93,DAO,Antique,VI,10-27-26,,13243.05,16871.68,,,,,
BLBM,94,BL. #93,DAO,Antique,VI,,,13071.40,16926.07,,,,,
TRI. STA,,Val,DAO,Antique,VI,10-31-15,,20261.72,22502.52,,,,,
TRI. STA,,Good,DAO,Antique,VI,10-32-24,,22375.22,24200.64,,,,,
TRI. STA,,Field,DAO,Antique,VI,10-26-12,,10969.86,24437.89,,,,,
BLBM,,BL. Mon. Igcado,DAO,Antique,VI,,,,,,,,,No Data Available
TRI. STA,,Nogas L. House,DAO,Antique,VI,10-25-09.395,121-55-10.365,,,,,,,
BLLM,1,,LAUA-AN,Antique,VI,11-08-41.85,122-02-08.00,20000.00,20000.00,,,,,
BLLM,2,,LAUA-AN,Antique,VI,,,20111.65,19988.38,,,,,
BLBM,1,Casit-an,LAUA-AN,Antique,VI,11-07-18,,17417.10,22211.17,,,,,
BLBM,2,Casit-an,LAUA-AN,Antique,VI,,,17435.98,22336.50,,,,,
BLBM,1,Guinbanga-an,LAUA-AN,Antique,VI,11-05-06,,13382.58,23194.95,,,,,
BLBM,2,Guinbanga-an,LAUA-AN,Antique,VI,,,13567.94,23270.66,,,,,
BLBM,1,Guisijan,LAUA-AN,Antique,VI,11-05-41,,14441.33,20483.63,,,,,
BLBM,2,Guisijan,LAUA-AN,Antique,VI,,,14599.68,20511.05,,,,,
BLBM,1,Lendero,LAUA-AN,Antique,VI,11-06-42,,16330.89,19993.59,,,,,
BLBM,2,Lendero,LAUA-AN,Antique,VI,,,16449.12,19917.11,,,,,
BLBM,1,Lupa-an,LAUA-AN,Antique,VI,11-08-21,,19351.50,23380.49,,,,,
BLBM,2,Lupa-an,LAUA-AN,Antique,VI,,,19471.15,23414.87,,,,,
BLBM,1,Maria,LAUA-AN,Antique,VI,11-06-03,,15122.63,24753.17,,,,,
BLBM,2,Maria,LAUA-AN,Antique,VI,,,15084.65,24875.78,,,,,
BLBM,,#24,LAUA-AN,Antique,VI,11-08-00,,18731.17,19953.87,,,,,
BLBM,,#27,LAUA-AN,Antique,VI,11-07-22,,17541.89,19935.62,,,,,
TRI. STA,,Guisijan,LAUA-AN,Antique,VI,11-06-19,,15620.58,20919.79,,,,,
BLBM,1,Paningayan,LAUA-AN,Antique,VI,11-07-10,,17167.90,25774.14,,,,,
BLBM,2,Paningayan,LAUA-AN,Antique,VI,,,17298.98,25802.84,,,,,
BLLM,1,,PANDAN,Antique,VI,11-43-24.58,122-05-25.42,20000.00,20000.00,,,,,
BLLM,2,,PANDAN,Antique,VI,,,19903.52,19873.80,,,,,
BLBM,1,Buñga,PANDAN,Antique,VI,11-43-39,,20455.96,19658.30,,,,,
BLBM,2,Buñga,PANDAN,Antique,VI,,,20674.43,19514.06,,,,,
BLBM,1,Guia,PANDAN,Antique,VI,11-44-59,,22905.12,17696.68,,,,,
BLBM,2,Guia,PANDAN,Antique,VI,,,22935.52,17732.25,,,,,
BLBM,1,Libertad,PANDAN,Antique,VI,11-46-19,,25351.48,505.61,,,,,
BLBM,2,Libertad,PANDAN,Antique,VI,,,25391.67,662.69,,,,,
BLBM,1,Magaba,PANDAN,Antique,VI,11-44-22,,21748.95,15682.36,,,,,
BLBM,2,Magaba,PANDAN,Antique,VI,,,21784.79,15666.14,,,,,
BLBM,1,Patria,PANDAN,Antique,VI,11-44-32,,22075.92,11334.59,,,,,
BLBM,2,Patria,PANDAN,Antique,VI,,,22173.08,11429.08,,,,,
BLBM,1,Sta. Ana,PANDAN,Antique,VI,,,,,,,,,No Data Available
BLBM,2,Sta. Ana,PANDAN,Antique,VI,,,,,,,,,No Data Available
BLBM,1,Sebaste,PANDAN,Antique,VI,11-35-37,,5638.89,19703.07,,,,,
BLBM,2,Sebaste,PANDAN,Antique,VI,,,5628.00,19805.18,,,,,
BLBM,1,Union,PANDAN,Antique,VI,,,,,,,,,No Data Available
BLBM,2,Union,PANDAN,Antique,VI,,,,,,,,,No Data Available
TRI. STA,,Tingib,PANDAN,Antique,VI,11-44-30,,22018.36,14363.98,,,,,
TRI. STA,,Pat,PANDAN,Antique,VI,11-45-36,,24024.49,3852.02,,,,,
TRI. STA,,Dry,PANDAN,Antique,VI,11-40-25,,14469.06,19998.61,,,,,
TRI. STA,,Castle,PANDAN,Antique,VI,11-44-25,,21854.31,10833.67,,,,,
BLBM,,PLS/BL. Iliacacan,PANDAN,Antique,VI,,,,,,,,,No Data Available
BLBM,,BL. Mon. Jinalinan,PANDAN,Antique,VI,,,,,,,,,No Data Available
BLBM,,PLS. Mon. Buang,PANDAN,Antique,VI,11-45-31,,,,,,,,
BLBM,,PLS Mon. Bulanao,PANDAN,Antique,VI,11-45-22,,,,,,,,
BLBM,,PLS. Mon. Sto. Rosario,PANDAN,Antique,VI,11-45-00,,,,,,,,
BLLM,1,,PATNONGON,Antique,VI,10-54-58.93,121-59-14.75,20000.00,20000.00,,,,,
BLLM,2,,PATNONGON,Antique,VI,,,19844.77,19925.99,,,,,
BLBM,1,Aureliano,PATNONGON,Antique,VI,10-53-18,,16885.45,18148.17,,,,,
BLBM,2,Aureliano,PATNONGON,Antique,VI,,,16769.90,18083.90,,,,,
BLBM,1,Belison,PATNONGON,Antique,VI,10-50-29,,11718.92,16341.92,,,,,
BLBM,2,Belison,PATNONGON,Antique,VI,,,11492.60,16331.21,,,,,
BLBM,1,Caritan,PATNONGON,Antique,VI,10-57-35,,24782.39,21617.72,,,,,
BLBM,2,Caritan,PATNONGON,Antique,VI,,,25035.77,21852.05,,,,,
BLBM,1,Cuyapiao,PATNONGON,Antique,VI,10-54-15,,18656.57,28390.21,,,,,
BLBM,2,Cuyapiao,PATNONGON,Antique,VI,,,18618.44,28292.99,,,,,
BLBM,1,Igburi,PATNONGON,Antique,VI,10-54-18,,18733.10,24497.25,,,,,
BLBM,2,Igburi,PATNONGON,Antique,VI,,,18804.50,24600.36,,,,,
BLBM,1,La Hioja,PATNONGON,Antique,VI,10-56-40,,23092.39,20956.13,,,,,
BLBM,2,La Hioja,PATNONGON,Antique,VI,,,23271.25,21075.34,,,,,
BLBM,1,Maradiona,PATNONGON,Antique,VI,10-52-18,,15042.63,17331.91,,,,,
BLBM,2,Maradiona,PATNONGON,Antique,VI,,,14855.34,17276.34,,,,,
BLBM,1,Pandanan,PATNONGON,Antique,VI,10-57-02,,23770.32,24299.74,,,,,
BLBM,2,Pandanan,PATNONGON,Antique,VI,,,23685.21,24286.84,,,,,
BLBM,1,Rumbang,PATNONGON,Antique,VI,10-49-10,,9275.18,18155.55,,,,,
BLBM,2,Rumbang,PATNONGON,Antique,VI,,,9242.11,18292.24,,,,,
BLBM,1,Tigbalago,PATNONGON,Antique,VI,10-57-54,,25391.70,27037.04,,,,,
BLBM,2,Tigbalago,PATNONGON,Antique,VI,,,25401.35,27409.79,,,,,
BLBM,,BL. #32,PATNONGON,Antique,VI,10-49-50,,10518.25,16494.92,,,,,
TRI. STA,,Patnongon,PATNONGON,Antique,VI,10-56-18,,22429.49,21313.84,,,,,
BLLM,1,,SAN JOSE,Antique,VI,,,,,,,,,For new data see Cad.216
BLLM,2,,SAN JOSE,Antique,VI,,,,,,,,,
BLBM,1,Buenavista,SAN JOSE,Antique,VI,10-44-48.73,121-56-06.83,20000.00,20000.00,,,,,
BLBM,2,Buenavista,SAN JOSE,Antique,VI,,,19879.92,19993.01,,,,,
BLBM,1,Antique,SAN JOSE,Antique,VI,10-42-13,,15207.01,24473.84,,,,,
BLBM,2,Antique,SAN JOSE,Antique,VI,,,15125.66,24335.82,,,,,
BLBM,33,Asluman,SAN JOSE,Antique,VI,10-37-27,,6433.87,23384.10,,,,,
BLBM,34,Asluman,SAN JOSE,Antique,VI,,,6910.13,23568.29,,,,,
BLBM,1,Badiang,SAN JOSE,Antique,VI,10-41-32,,13944.89,29232.12,,,,,
BLBM,2,Badiang,SAN JOSE,Antique,VI,,,14005.97,29176.87,,,,,
BLBM,1,Bujang,SAN JOSE,Antique,VI,10-44-25,,19574.45,25914.22,,,,,
BLBM,2,Bujang,SAN JOSE,Antique,VI,,,19569.99,25780.94,,,,,
BLBM,1,Guintas,SAN JOSE,Antique,VI,10-39-44,,10647.84,24245.49,,,,,
BLBM,2,Guintas,SAN JOSE,Antique,VI,,,10781.59,24246.33,,,,,
BLBM,1,Guintas,SAN JOSE,Antique,VI,10-40-55,,12829.47,24061.30,,,,,
BLBM,2,Guintas,SAN JOSE,Antique,VI,,,12671.09,24064.78,,,,,
BLBM,1,Malandog,SAN JOSE,Antique,VI,10-43-27,,17479.65,22586.70,,,,,
BLBM,2,Malandog,SAN JOSE,Antique,VI,,,17672.65,22506.76,,,,,
BLBM,1,Pantao,SAN JOSE,Antique,VI,10-48-19,,26452.10,22719.73,,,,,
BLBM,2,Pantao,SAN JOSE,Antique,VI,,,26408.98,22815.05,,,,,
BLBM,1,San Fernando,SAN JOSE,Antique,VI,10-47-07,,24254.91,20320.35,,,,,
BLBM,2,San Fernando,SAN JOSE,Antique,VI,,,23980.56,20205.30,,,,,
BLBM,1,San Pedro,SAN JOSE,Antique,VI,10-48-12,,26234.60,20912.56,,,,,
BLBM,2,San Pedro,SAN JOSE,Antique,VI,,,26106.50,20887.10,,,,,
BLBM,1,San Roque,SAN JOSE,Antique,VI,10-43-51,,18230.69,25621.22,,,,,
BLBM,2,San Roque,SAN JOSE,Antique,VI,,,18119.61,25564.17,,,,,
BLBM,110,BL. #110,SAN JOSE,Antique,VI,10-46-22,,22876.87,23165.59,,,,,
BLBM,111,BL. #111,SAN JOSE,Antique,VI,,,22963.83,23347.90,,,,,
BLBM,,BL. #71,SAN JOSE,Antique,VI,10-47-33,,25049.33,20460.81,,,,,
BLBM,,BL. #73,SAN JOSE,Antique,VI,10-47-51,,25592.56,20651.64,,,,,
BLBM,,BL. #74,SAN JOSE,Antique,VI,10-48-00,,25859.27,20707.79,,,,,
BLBM,,BL. #107,SAN JOSE,Antique,VI,10-46-06,,22361.20,22259.08,,,,,
TRI. STA,,Guintas,SAN JOSE,Antique,VI,10-39-00,,9299.72,23907.70,,,,,
TRI. STA,,San Jose Ch.,SAN JOSE,Antique,VI,10-44-44,,19850.96,20127.29,,,,,
TRI. STA,,Pedro,SAN JOSE,Antique,VI,10-47-40,,25263.81,21448.50,,,,,
BLLM,1,,SAN REMIGIO,Antique,VI,10-50-57.18,122-04-36.32,20000.00,20000.00,,,,,
BLLM,2,,SAN REMIGIO,Antique,VI,,,20080.04,20133.55,,,,,
BLBM,1,Cadulonan,SAN REMIGIO,Antique,VI,10-49-12,,16773.55,16694.08,,,,,
BLBM,2,Cadulonan,SAN REMIGIO,Antique,VI,,,16953.62,16677.61,,,,,
BLLM,1,,SIBALOM,Antique,VI,10-47-32.50,122-00-42.16,20000.00,20000.00,,,,,
BLLM,2,,SIBALOM,Antique,VI,,,20075.62,20126.85,,,,,
BLBM,1,Agdayo,SIBALOM,Antique,VI,10-46-52,,18758.59,23226.03,,,,,
BLBM,2,Agdayo,SIBALOM,Antique,VI,,,18776.14,23119.52,,,,,
BLBM,1,Catuñgan,SIBALOM,Antique,VI,10-46-21,,17805.15,19667.15,,,,,
BLBM,2,Catuñgan,SIBALOM,Antique,VI,,,17954.20,19735.00,,,,,
BLBM,1,Egaña,SIBALOM,Antique,VI,10-45-01,,15335.35,18961.10,,,,,
BLBM,2,Egaña,SIBALOM,Antique,VI,,,15217.40,19070.01,,,,,
BLBM,1,Ilabas,SIBALOM,Antique,VI,10-47-51,,20576.68,16419.08,,,,,
BLBM,2,Ilabas,SIBALOM,Antique,VI,,,20567.45,16290.04,,,,,
BLBM,1,Nazaret,SIBALOM,Antique,VI,10-46-16,,17651.56,20926.72,,,,,
BLBM,2,Nazaret,SIBALOM,Antique,VI,,,17665.81,20953.52,,,,,
BLBM,1,Odiong,SIBALOM,Antique,VI,10-46-38,,18311.05,15960.06,,,,,
BLBM,2,Odiong,SIBALOM,Antique,VI,,,18362.71,16078.34,,,,,
BLBM,1,Pang Pang,SIBALOM,Antique,VI,10-48-43,,22163.35,16724.46,,,,,
BLBM,2,Pang Pang,SIBALOM,Antique,VI,,,22089.91,16811.16,,,,,
BLBM,1,Pisan-an,SIBALOM,Antique,VI,10-46-14,,17583.86,25637.85,,,,,
BLBM,2,Pisan-an,SIBALOM,Antique,VI,,,17436.13,25793.89,,,,,
BLBM,1,Taga-bacon,SIBALOM,Antique,VI,10-47-57,,20757.70,22352.16,,,,,
BLBM,2,Taga-bacon,SIBALOM,Antique,VI,,,20839.74,22455.11,,,,,
BLBM,1,Villar,SIBALOM,Antique,VI,10-48-56,,22574.70,18768.31,,,,,
BLBM,2,Villar,SIBALOM,Antique,VI,,,22560.87,18605.66,,,,,
BLBM,1,Cuay-guayan,SIBALOM,Antique,VI,,,,,,,,,No Data Available
BLBM,2,Cuay-guayan,SIBALOM,Antique,VI,,,,,,,,,No Data Available
BLBM,,PLS/BL. Villafont,SIBALOM,Antique,VI,,,,,,,,,No Data Available
BLBM,,PLS/BL. Sido,SIBALOM,Antique,VI,,,,,,,,,No Data Available
BLLM,1,,TIBIAO,Antique,VI,11-17-28.41,122-01-42.96,20000.00,20000.00,,,,,
BLLM,2,,TIBIAO,Antique,VI,,,20108.42,19925.69,,,,,
BLBM,1,Logbato,TIBIAO,Antique,VI,11-20-26,,25463.24,22983.48,,,,,
BLBM,2,Logbato,TIBIAO,Antique,VI,,,25480.97,23138.87,,,,,
BLBM,1,Pitao,TIBIAO,Antique,VI,11-21-39,,27698.95,26674.50,,,,,
BLBM,2,Pitao,TIBIAO,Antique,VI,,,27654.56,26845.21,,,,,
BLBM,1,Santa Justa,TIBIAO,Antique,VI,11-18-44,,22326.07,21319.07,,,,,
BLBM,2,Santa Justa,TIBIAO,Antique,VI,,,22734.71,21485.42,,,,,
BLBM,1,Sto. Rosario,TIBIAO,Antique,VI,11-16-00,,17292.60,21984.67,,,,,
BLBM,2,Sto. Rosario,TIBIAO,Antique,VI,,,17403.46,21875.76,,,,,
BLBM,,P.R.S. #122,TIBIAO,Antique,VI,11-15-26,,16240.69,22670.87,,,,,
BLBM,,Bdry. Mon. Tibiao-Culasi,TIBIAO,Antique,VI,11-21-33,,27519.70,22836.26,,,,,
BLBM,,B.L. Mon. Martinez,TIBIAO,Antique,VI,,,,,,,,,No Data Available
BLLM,1,,VALDERAMA,Antique,VI,11-00-23.17,122-07-23.71,20000.00,20000.00,,,,,
BLLM,2,,VALDERAMA,Antique,VI,,,19924.98,20074.67,,,,,
BLBM,1,Lublub,VALDERAMA,Antique,VI,11-03-21,,25475.75,24859.07,,,,,
BLBM,2,Lublub,VALDERAMA,Antique,VI,,,25459.46,24720.38,,,,,
BLBM,1,Manlacbo,VALDERAMA,Antique,VI,11-02-14,,23398.22,21928.80,,,,,
BLBM,2,Manlacbo,VALDERAMA,Antique,VI,,,23525.21,21932.42,,,,,
BLBM,1,Tigmamale,VALDERAMA,Antique,VI,10-59-23,,18140.93,15863.93,,,,,
BLBM,2,Tigmamale,VALDERAMA,Antique,VI,,,18243.06,16001.20,,,,,
BLBM,1,Yglinab,VALDERAMA,Antique,VI,11-00-28,,20148.82,22636.43,,,,,
BLBM,2,Yglinab,VALDERAMA,Antique,VI,,,20146.18,22738.30,,,,,
,,,,,,,,,,,,,,
BLLM,1,CAD-634-D,ANINI-Y,Antique,VI,10-25-53.572,121-55-31.373,,,1153657.801,382343.392,,,
BLLM,2,CAD-634-D,ANINI-Y,Antique,VI,,,,,1153741.294,382234.36,,,
BLLM,3,CAD-634-D,ANINI-Y,Antique,VI,,,,,1158026.849,381698.707,,,
BLLM,4,CAD-634-D,ANINI-Y,Antique,VI,,,,,1158090.503,381988.108,,,
BLLM,5,CAD-634-D,ANINI-Y,Antique,VI,,,,,1156777.206,385966.34,,,
BLLM,6,CAD-634-D,ANINI-Y,Antique,VI,,,,,1156696.491,386182.766,,,
BLLM,7,CAD-634-D,ANINI-Y,Antique,VI,,,,,1157079.101,393205.829,,,
BLLM,8,CAD-634-D,ANINI-Y,Antique,VI,,,,,1156960.633,393070.270,,,
BLLM,9,CAD-634-D,ANINI-Y,Antique,VI,,,,,1154459.027,389783.894,,,
BLLM,10,CAD-634-D,ANINI-Y,Antique,VI,,,,,1154383.675,389653.871,,,
BLLM,11,CAD-634-D,ANINI-Y,Antique,VI,,,,,1152631.06,385662.37,,,
BLLM,12,CAD-634-D,ANINI-Y,Antique,VI,,,,,1152753.38,385527.38,,,
