BLLM,1,CAD 938-D,AGUINALDO,IFUGAO,CAR,16-58-50.313,121-19-31.060,,,1877985.718,534641.571
BLLM,2,CAD 938-D,AGUINALDO,IFUGAO,CAR,,,,,1878069.794,534359.57
BLLM,3,CAD 938-D,AGUINALDO,IFUGAO,CAR,,,,,1881923.224,533454.636
BLLM,4,CAD 938-D,AGUINALDO,IFUGAO,CAR,,,,,1881812.714,533650.057
BLLM,5,CAD 938-D,AGUINALDO,IFUGAO,CAR,,,,,1879410.739,540721.002
BLLM,6,CAD 938-D,AGUINALDO,IFUGAO,CAR,,,,,1878701.643,540667.316
BLLM,7,CAD 938-D,AGUINALDO,IFUGAO,CAR,,,,,1874738.868,544063.925
BLLM,8,CAD 938-D,AGUINALDO,IFUGAO,CAR,,,,,1874400.712,544335.349
BLLM,9,CAD 938-D,AGUINALDO,IFUGAO,CAR,,,,,1882022.067,545730.154
BLLM,10,CAD 938-D,AGUINALDO,IFUGAO,CAR,,,,,1882022.067,545766.558
BBM,1,CAD1034-D,BANAUE,IFUGAO,CAR,,,,,1871322.085,505948.703
BBM,2,CAD1034-D,BANAUE,IFUGAO,CAR,,,,,1871456.657,506212.295
BBM,3,CAD1034-D,BANAUE,IFUGAO,CAR,,,,,1870707.457,506352.423
BBM,4,CAD1034-D,BANAUE,IFUGAO,CAR,,,,,1870358.604,506306.697
BBM,5,CAD1034-D,BANAUE,IFUGAO,CAR,,,,,1872846.216,505034.891
BBM,6,CAD1034-D,BANAUE,IFUGAO,CAR,,,,,1870400.838,506702.281
BBM,7,CAD1034-D,BANAUE,IFUGAO,CAR,,,,,1870012.117,507078.605
BBM,8,CAD1034-D,BANAUE,IFUGAO,CAR,,,,,1870581.086,507751.593
BBM,9,CAD1034-D,BANAUE,IFUGAO,CAR,,,,,1870444.826,508684.461
BBM,10,CAD1034-D,BANAUE,IFUGAO,CAR,,,,,1870685.954,511642.133
BBM,11,CAD1034-D,BANAUE,IFUGAO,CAR,,,,,1870240.578,513957.863
