BLLM,1,CAD 550,ALICIA,ISABELA,REGION II,16-46-39.027,121-41-53.763,,,1855609.737,574441.631,,,
BLLM,2,CAD 550,ALICIA,ISABELA,REGION II,,,,,1855799.01,574396.13,,,
BLLM,3,CAD 550,ALICIA,ISABELA,REGION II,,,,,1857479.73,568636.44,,,
BLLM,4,CAD 550,ALICIA,ISABELA,REGION II,,,,,1857587.198,568443.128,,,
BLLM,6,CAD 550,ALICIA,ISABELA,REGION II,,,,,1860648.3,567491.13,,,
BLLM,7,CAD 550,ALICIA,ISABELA,REGION II,,,,,1865277.89,571259.45,,,
BLLM,11,CAD 550,ALICIA,ISABELA,REGION II,,,,,1861846.57,578613.63,,,
MBM,13,PLS 594,ALICIA,ISABELA,REGION II,,,,,,,,,
BLBM,1 (Alinguigan),Unknown,ANGADANAN,ISABELA,REGION II,,,18611.51,"16,152.46",,,,,
BLBM,1 (Bunnay),Unknown,ANGADANAN,ISABELA,REGION II,,,20517.85,"22,314.18",,,,,
BLBM,1 (Macalawat),Unknown,ANGADANAN,ISABELA,REGION II,,,16753.68,"21,611.23",,,,,
BLBM,1 (Viga),Unknown,ANGADANAN,ISABELA,REGION II,,,27373.65,"24,827.74",,,,,
BLBM,2 (Alinguigan),Unknown,ANGADANAN,ISABELA,REGION II,,,18403.15,"16,079.02",,,,,
BLBM,2 (Bunnay),Unknown,ANGADANAN,ISABELA,REGION II,,,20596.38,"22,239.64",,,,,
BLBM,2 (Viga),Unknown,ANGADANAN,ISABELA,REGION II,,,27457.02,"24,955.75",,,,,
BLBM,3 (Viga),Unknown,ANGADANAN,ISABELA,REGION II,,,27366.93,"24,829.35",,,,,
BLBM,4 (Viga),Unknown,ANGADANAN,ISABELA,REGION II,,,27462.74,"24,942.27",,,,,
BLLM,1,Unknown,ANGADANAN,ISABELA,REGION II,16-45-31-01,121-44-50-12,20000,"20,000.00",,,,,
BLLM,2,Unknown,ANGADANAN,ISABELA,REGION II,,,19971.62,"19,917.29",,,,,
BLLM,1 (orig. loc.),Unknown,ANGADANAN,ISABELA,REGION II,,,19969.09,"19,907.85",,,,,
BLLM,1 (PLS 259),PLS 259,ANGADANAN,ISABELA,REGION II,16-43-45-40,121-45-44.52,20091.26,29841.93,,,,,
BLLM,1 (PLS 389-D),PLS 389-D,ANGADANAN,ISABELA,REGION II,,,,,,,,,
BLLM,1 (PLS 594),PLS 594,ANGADANAN,ISABELA,REGION II,16-45-30.490,121-44-47.455,20000,20000,,,,,
BLLM,1 (PLS 81),PLS 81,ANGADANAN,ISABELA,REGION II,,,,,,,,,
BLLM,1 (PLS 967),PLS 967,ANGADANAN,ISABELA,REGION II,16-43-23.716,121-48-29.335,,,1849650.332,586180.972,,,
BLLM,10 (PLS 594),PLS 594,ANGADANAN,ISABELA,REGION II,,,14479.89,35117.36,,,,,
BLLM,10 (PLS 967),PLS 967,ANGADANAN,ISABELA,REGION II,,,,,1853306.14,590350.58,,,
BLLM,11 (PLS 967),PLS 967,ANGADANAN,ISABELA,REGION II,,,,,1849896.01,592500.16,,,
BLLM,12 (PLS 967),PLS 967,ANGADANAN,ISABELA,REGION II,,,,,1849731.02,592507.31,,,
BLLM,1-A (PLS 259) ,PLS 259,ANGADANAN,ISABELA,REGION II,,,,,,,,,
BLLM,1-B (PLS 259),PLS 259,ANGADANAN,ISABELA,REGION II,,,,,,,,,NO DATA
