BLLM,1,PLS 645,ABUYOG,LEYTE,REGION VIII,10-39-48.08,125-00-22.71,30000.000,30000.000,,,,,
BLLM,2,PLS 645,ABUYOG,LEYTE,REGION VIII,,,30032.262,29726.468,,,,,
BLLM,3,PLS 645,ABUYOG,LEYTE,REGION VIII,,,31723.221,24646.099,,,,,
BLLM,4,PLS 645,ABUYOG,LEYTE,REGION VIII,,,31914.356,24670.260,,,,,
BLLM,5,PLS 645,ABUYOG,LEYTE,REGION VIII,,,35376.180,24349.227,,,,,
BLLM,6,PLS 645,ABUYOG,LEYTE,REGION VIII,,,35537.237,24244.149,,,,,
BLLM,7,PLS 645,ABUYOG,LEYTE,REGION VIII,,,41160.000,21004.308,,,,,
BLLM,8,PLS 645,ABUYOG,LEYTE,REGION VIII,,,41333.470,21121.972,,,,,
BLLM,9,PLS 645,ABUYOG,LEYTE,REGION VIII,,,44310.450,22235.237,,,,,
BLLM,10,PLS 645,ABUYOG,LEYTE,REGION VIII,,,44413.132,22233.640,,,,,
BLLM,11,PLS 645,ABUYOG,LEYTE,REGION VIII,,,45473.838,23495.923,,,,,
BLLM,12,PLS 645,ABUYOG,LEYTE,REGION VIII,,,45367.571,23506.166,,,,,
BLLM,13,PLS 645,ABUYOG,LEYTE,REGION VIII,,,42954.705,29048.673,,,,,
BLLM,14,PLS 645,ABUYOG,LEYTE,REGION VIII,,,42796.684,29082.523,,,,,
BLLM,15,PLS 645,ABUYOG,LEYTE,REGION VIII,,,39624.426,30331.692,,,,,
BLLM,16,PLS 645,ABUYOG,LEYTE,REGION VIII,,,39508.652,30316.266,,,,,
BLLM,17,PLS 645,ABUYOG,LEYTE,REGION VIII,,,31874.800,32039.839,,,,,
BLLM,18,PLS 645,ABUYOG,LEYTE,REGION VIII,,,31658.243,32061.645,,,,,
BLLM,21,PLS 645,ABUYOG,LEYTE,REGION VIII,,,38375.665,26219.793,,,,,
BLLM,22,PLS 645,ABUYOG,LEYTE,REGION VIII,,,38519.800,26261.511,,,,,
BLLM,41,PLS 645,ABUYOG,LEYTE,REGION VIII,,,46514.160,25012.180,,,,,
BLLM,1,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,11-12-29.51,124-50-42.97,20000.000,20000.000,,,,,
BLLM,16,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,22663.440,25220.200,,,,,
BLLM,19,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,26536.500,21803.660,,,,,
BLLM,20,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,26597.960,22111.340,,,,,
BLLM,21,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,19156.290,26003.790,,,,,
BLLM,22,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,19380.120,26009.150,,,,,
BLLM,23,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,23403.200,23328.880,,,,,
BLLM,24,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,23220.290,23438.160,,,,,
BLLM,25,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,25802.360,22490.000,,,,,
BLLM,26,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,25494.900,22476.460,,,,,
BLLM,27,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,22836.150,17386.700,,,,,
MBM,1,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,25939.480,28016.090,,,,,
MBM,2,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,24972.140,28183.640,,,,,
MBM,3,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,24169.030,28997.740,,,,,
MBM,4,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,23712.240,29394.830,,,,,
MBM,5,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,23514.600,29291.910,,,,,
MBM,6,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,23250.770,29875.470,,,,,
MBM,7,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,21653.850,28588.620,,,,,
MBM,8,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,20512.700,28164.820,,,,,
MBM,9,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,19574.820,27867.390,,,,,
MBM,10,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,17758.910,27238.230,,,,,
MBM,11,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,17391.340,26897.380,,,,,
MBM,12,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,16281.910,25991.500,,,,,
MBM,13,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,15449.680,25362.460,,,,,
MBM,14,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,15039.900,25017.940,,,,,
MBM,15,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,14865.340,24728.060,,,,,
MBM,16,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,14431.580,24428.150,,,,,
MBM,17,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,13685.640,23696.110,,,,,
MBM,18,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,14151.510,23629.620,,,,,
MBM,19,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,13729.640,22743.790,,,,,
MBM,20,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,13421.370,21801.980,,,,,
MBM,21,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,13345.300,21338.510,,,,,
MBM,22,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,13169.330,21021.520,,,,,
MBM,23,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,13131.650,20460.690,,,,,
MBM,24,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,12611.100,19725.690,,,,,
MBM,25,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,14847.400,19428.580,,,,,
MBM,26,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,15113.950,19313.710,,,,,
MBM,27,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,16173.800,19285.400,,,,,
MBM,28,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,17479.290,17049.240,,,,,
MBM,29,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,17788.110,16984.580,,,,,
MBM,30,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,17982.280,16840.060,,,,,
MBM,31,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,18340.700,16365.170,,,,,
MBM,32,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,18750.030,16194.540,,,,,
MBM,33,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,19886.520,15327.480,,,,,
MBM,34,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,20173.550,15121.500,,,,,
MBM,35,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,20675.600,14646.050,,,,,
MBM,36,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,21813.390,14074.780,,,,,
MBM,37,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,22654.250,14437.750,,,,,
MBM,38,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,23845.690,13686.520,,,,,
MBM,39,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,25180.290,13246.180,,,,,
MBM,40,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,25527.280,13320.970,,,,,
MBM,41,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,27024.060,14325.210,,,,,
MBM,42,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,26472.010,15297.300,,,,,
MBM,43,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,26369.850,15890.570,,,,,
MBM,44,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,26153.910,16487.080,,,,,
MBM,45,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,26202.210,16885.260,,,,,
MBM,46,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,26165.470,17486.660,,,,,
MBM,47,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,26172.560,18206.930,,,,,
MBM,48,PSC 15,ALANG-ALANG,LEYTE,REGION VIII,,,25899.160,18436.870,,,,,
