Tri. Sta.,,33,ANGELES,PAMPANGA,3,15-10-15.65,120-26-52.7,,,1677800.188,440677.964,,,"(Catuno , Top-of the World)"
BBM,12,CAD-150,APALIT,PAMPANGA,3,14-57-16.4246,120-45-25.8620,20010.02,18508.06,1653792.032,473880.391,,,
BBM,13,CAD-150,APALIT,PAMPANGA,3,15-48-09.5719,120-45-22.9479,21643.45,18421.09,1655425.475,473795.112,,,
BBM,14,CAD-150,APALIT,PAMPANGA,3,14-57-40.9726,120-46-26.3560,20764.43,20315.72,1654544.516,475688.754,,,
BBM,15,CAD-150,APALIT,PAMPANGA,3,14-57-49.4806,120-46-36.3335,21025.92,20613.85,1654805.687,475987.125,,,
BBM,16,CAD-150,APALIT,PAMPANGA,3,14-57-58.9671,120-47-56.6374,21317.66,23013.34,1655094.954,478386.813,,,
BLLM,1,CAD-150,APALIT,PAMPANGA,3,14-57-16.10,120-46-15.79,20000,20000,1653780.459,475372.257,,,
BLLM,2,CAD-150,APALIT,PAMPANGA,3,14-57-19.7078,120-46-14.9491,20110.88,19974.87,1653891.368,475347.242,,,
BLLM,3,CAD-150,APALIT,PAMPANGA,3,14-59-06.2081,120-50-16.4896,23385.13,27191.53,1657158.021,482566.968,,,
BLLM,4,CAD-150,APALIT,PAMPANGA,3,14-58-24.1004,120-50-12.7312,22090.96,27079.62,1655864.018,482453.711,,,
BLLM,5,CAD-150,APALIT,PAMPANGA,3,14-57-50.4861,120-49-09.6892,21057.38,25196.2,1654832.434,480569.31,,,
BLLM,6,CAD-150,APALIT,PAMPANGA,3,15-58-35.5901,120-49-09.5125,22443.6,25190.62,1656218.598,480565.181,,,
BLLM,7,CAD-150,APALIT,PAMPANGA,3,14-58-29.1522,120-47-08.9299,22245.23,21587.77,1656023.951,476962.277,,,
BLLM,8,CAD-150,APALIT,PAMPANGA,3,15-56-43.9024,120-46-12.0953,19010.44,19889.59,1652791.047,475260.824,,,
BLLM,9,CAD-150,APALIT,PAMPANGA,3,15-58-27.2175,120-46-04.2947,22185.72,19656.53,1655966.427,475031.067,,,
MBM,1,CAD-150,APALIT,PAMPANGA,3,14-56-14.5430,120-43-47.3922,18108.52,15565.25,1651893.42,470935.735,,,
MBM,2,CAD-150,APALIT,PAMPANGA,3,14-56-57.5526,120-43-39.3463,19430.42,15325.06,1653215.709,470696.917,,,
MBM,3,CAD-150,APALIT,PAMPANGA,3,14-57-30.8587,120-43-45.5896,20454.01,15511.82,1654239.092,470884.744,,,
MBM,4,CAD-150,APALIT,PAMPANGA,3,14-57-42.6065,120-44-10.5348,20814.94,16257.27,1654599.211,471630.532,,,
MBM,5,CAD-150,APALIT,PAMPANGA,3,14-58-37.6998,120-44-27.6789,22508.1,16769.78,1656291.794,472144.764,,,
PBM,1,CAD-150,APALIT,PAMPANGA,3,15-58-54.9896,120-52-24.7776,23041.8,31024.63,1656810.738,486399.529,,,
PBM,2,CAD-150,APALIT,PAMPANGA,3,,,23062.76,28677.01,1656834.135,484052.048,,,
PBM,3,CAD-150,APALIT,PAMPANGA,3,14-58-36.7390,120-51-07.9371,22479.74,28728.99,1656251.075,484103.405,,,
PBM,4,CAD-150,APALIT,PAMPANGA,3,14-57-27.3471,120-50-54.9451,20347.12,28341.55,1654118.963,483713.784,,,
PBM,5,CAD-150,APALIT,PAMPANGA,3,14-57-23.2919,120-44-27.9634,20221.25,26777.97,1653994.723,482150.158,,,
PBM,6,CAD-150,APALIT,PAMPANGA,3,15-57-12.7676,120-49-11.9544,19898.16,25264.14,1653673.211,480636.046,,,
PBM,7,CAD-150,APALIT,PAMPANGA,3,14-56-13.9004,120-48-27.4464,18088.69,23934.45,1651865.175,479304.572,,,
PBM,8,CAD-150,APALIT,PAMPANGA,3,15-46-08.1522,120-47-45.0555,17911.85,22667.65,1651689.646,478037.625,,,
PBM,9,CAD-150,APALIT,PAMPANGA,3,14-55-51.3070,120-47-00.7957,17394.02,21345,1651173.208,476714.523,,,
PBM,10,CAD-150,APALIT,PAMPANGA,3,15-55-33.2568,120-46-16.3333,16839.23,20016.24,1650619.818,475385.229,,,
PBM,11,CAD-150,APALIT,PAMPANGA,3,14-55-34.8141,120-46-09.7017,16887.09,19818.05,1650667.873,475187.114,,,
PBM,12,CAD-150,APALIT,PAMPANGA,3,15-55-39.3390,120-45-48.4072,17026.17,19181.65,1650807.605,474550.872,,,
PBM,13,CAD-150,APALIT,PAMPANGA,3,14-55-38.0741,120-45-45.6791,16987.3,19100.12,1650768.816,474469.307,,,
PBM,14,CAD-150,APALIT,PAMPANGA,3,14-55-49.7013,120-45-10.1681,17344.71,18038.88,1651127.298,473408.481,,,
PBM,15,CAD-150,APALIT,PAMPANGA,3,15-55-57.7614,120-44-31.4850,17592.55,16882.86,1651376.316,472252.768,,,
PBM,16,CAD-150,APALIT,PAMPANGA,3,14-55-47.9734,120-43-55.6706,17291.89,15812.5,1651076.771,471182.153,,,
BLBM,1,SAN VICENTE,APALIT,PAMPANGA,3,,,19624.49,18629.71,1653406.379,474001.638,,,See Cad . No. 150
BLBM,2,SAN VICENTE,APALIT,PAMPANGA,3,,,19617.12,18559.39,1653399.082,473931.314,,,See Cad . No. 150
BLLM,1,ARAYAT,ARAYAT,PAMPANGA,3,15-09-07.64,120-46-16.90,20000,20000,1675648.068,475428.089,,,See Cad . No. 231
BLLM,2,ARAYAT,ARAYAT,PAMPANGA,3,,,19919.94,19987.15,1675568.025,475415.156,,,See Cad . No. 231
Tri. Sta.,,ARAYAT,ARAYAT,PAMPANGA,3,15-12-24.374,120-44-27.217,,,1681697.985,472160.876,,,"(Ilocos ,Licab)"
Tri. Sta.,,ARAYAT,ARAYAT,PAMPANGA,3,15-12-21.020,120-44-12.900,,,1681595.415,471733.455,,,"(Malasimbo, Cutuno)"
Tri. Sta,,Arayat C. & G.S.,ARAYAT,PAMPANGA,3,15-12-24.374,120-44-27.217,,,1681697.985,472160.87,,,
Tri. Sta,,Arayat ECC . C. & G.S. ,ARAYAT,PAMPANGA,3,15-12-23.664,120-44-29.119,,,1681676.097,472217.616,,,
Tri. Sta.,,Arayat Elev. (3364.9),ARAYAT,PAMPANGA,3,15-12-24.374,120-44-27.217,,,1681697.985,472160.876,,,"(Malolos,Catuna,Orion,Malabon Ch. N.E Sp)"
Tri. Sta.,,Arayat Excentric Elev. 3378,ARAYAT,PAMPANGA,3,15-12-23.664,120-44-29.119,,,1681676.097,472217.616,,,"(Cuyapo, Malolos , Arayat)"
Tri. Sta.,,Arayat PK. Elev. 3313,ARAYAT,PAMPANGA,3,15-12-18.060,120-44-14.930,,,1681504.373,471793.932,,,"(Malabon Ch. NE. SP , Orion, Caballo , Sta. Ana Ch. SP.)"
BBM,1,CAD-231,ARAYAT,PAMPANGA,3,15-09-01.9279,120-46-06.3656,19824.44,19685.5,1675472.851,475113.431,,,
BBM,2,CAD-231,ARAYAT,PAMPANGA,3,15-09-02.7696,120-46-04.6095,19850.31,19633.07,1675498.752,475061.007,,,
BBM,3,CAD-231,ARAYAT,PAMPANGA,3,15-09-08.5172,120-46-02.9252,20026.96,19582.79,1675675.46,475010.921,,,
BBM,4,CAD-231,ARAYAT,PAMPANGA,3,15-09-10.8858,120-46-02.3724,20099.76,19566.29,1675748.284,474994.49,,,
BBM,5,CAD-231,ARAYAT,PAMPANGA,3,15-09-15.7206,120-46-13.4499,20248.35,19897,1675896.499,475325.356,,,
BBM,6,CAD-231,ARAYAT,PAMPANGA,3,15-09-17.0719,120-46-17.9495,20289.88,20031.33,1675937.91,475459.706,,,
BBM,7,CAD-231,ARAYAT,PAMPANGA,3,15-09-15.9581,120-46-24.7000,20255.65,20232.86,1675903.464,475661.206,,,
BBM,8,CAD-231,ARAYAT,PAMPANGA,3,15-09-10.6848,120-46-51.7538,20093.6,20140.53,1675741.504,475568.704,,,
BBM,9,CAD-231,ARAYAT,PAMPANGA,3,15-09-06.8940,120-46-19.2870,19977.07,20071.26,1675625.067,475499.324,,,
BBM,10,CAD-231,ARAYAT,PAMPANGA,3,15-09-02.8926,120-46-18.4409,19854.09,20046,1675502.13,475473.94,,,
BBM,11,CAD-231,ARAYAT,PAMPANGA,3,15-09-06.5975,120-46-32.4485,19967.96,20464.19,1675615.534,475892.211,,,
BBM,12,CAD-231,ARAYAT,PAMPANGA,3,15-09-09.3393,120-46-53.5595,20052.25,21094.44,1675699.167,476522.522,,,
BBM,13,CAD-231,ARAYAT,PAMPANGA,3,15-08-51.6733,120-46-57.5583,19509.3,21213.85,1675165.118,476641.366,,,
BBM,14,CAD-231,ARAYAT,PAMPANGA,3,15-08-39.2738,120-46-57.9995,19128.21,21227.04,1674775.046,476654.154,,,
BBM,15,CAD-231,ARAYAT,PAMPANGA,3,15-08-27.1356,120-46-29.3344,18755.12,20371.24,1674402.84,475798.003,,,
BBM,16,CAD-231,ARAYAT,PAMPANGA,3,15-08-20.2733,120-46-19.2054,18544.21,20068.83,1674192.262,475495.386,,,
BBM,17,CAD-231,ARAYAT,PAMPANGA,3,15-08-18.7590,120-46-10.6829,18497.67,19814.38,1674145.998,475240.914,,,
BBM,18,CAD-231,ARAYAT,PAMPANGA,3,15-08-17.4863,120-45-38.4585,18458.58,18852.28,1674107.904,474278.796,,,
BBM,19,CAD-231,ARAYAT,PAMPANGA,3,,,18724.22,18733.16,1674373.66,474159.966,,,
