TRI. STA.,,CUT,AGDANGAN,QUEZON,REGION IV-A,13-52-46.100,121-52-54.860,,,,,,,"TO STATIONS = ANT, HILL"
BBM,25,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-45-20.621,121-38-55.629,,,1631880.32,569854.6,,,
BBM,26,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-45-35.352,121-38-58.507,,,1632333.31,569939.35,,,
BBM,27,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-45-35.487,121-39-0.121,,,1632337.59,569987.63,,,
BBM,28,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-35.822,121-38-22.943,,,1630500.71,568880.9,,,
BBM,29,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-49.549,121-38-33.083,,,1630923.43,569182.99,,,
BBM,30,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-45.875,121-38-14.434,,,1630808.95,568625.51,,,
BBM,31,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-50.030,121-37-37.940,,,1630933.56,567533.59,,,
BBM,32,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-45-4.299,121-37-47.733,,,1631372.91,567825.27,,,
BBM,33,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-59.041,121-37-35.761,,,1631210.33,567467.65,,,
BBM,34,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-11.106,121-368-47.305,,,1629743.16,569611.75,,,
BBM,35,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-12.867,121-38-47.657,,,1629797.32,569622.13,,,
BBM,36,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-15.508,121-38-49.161,,,1629878.62,569666.9,,,
BBM,37,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-55.909,121-38-14.078,,,1629273.28,568619.2,,,
BBM,38,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-10.700,121-38-40.857,,,1629730.13,569418.93,,,
BBM,39,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-00.656,121-39-21.939,,,1629425,570648.66,,,
BBM,40,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-19.830,121-39-27.246,,,1630014.76,570805.69,,,
BBM,41,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-26.530,121-39-23.437,,,1630220.34,570671.16,,,
BBM,42,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-34.849,121-39-26.285,,,1630476.24,570775.6,,,
BBM,43,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-39.899,121-39-25.797,,,1628787.39,570765.94,,,
BBM,44,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-35.974,121-39-24.925,,,1628666.69,570740.19,,,
BBM,45,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-34.969,121-39-6.262,,,1628634.2,570182.03,,,
BBM,46,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,,,,,1632731.32,571668.59,,,
BBM,47,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-45-11.993,121-40-25.444,,,1631623.06,572541.67,,,
BBM,48,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-45-01.739,121-40-19.766,,,1631307.39,572372.83,,,
BBM,49,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-55.493,121-40-17.380,,,1631115.24,572302.01,,,
BBM,50,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-10.915,121-41-12.454,,,1629750.15,573953.5,,,
BBM,51,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-34.241,121-41-00.088,,,1630465.91,573581.43,,,
BBM,52,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-42.942,121-41-06.399,,,1630733.92,573769.39,,,
BBM,53,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-44.717,121-42-21.943,,,1628951.43,576034.58,,,
BBM,54,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-33.117,121-42-13.320,,,1628594.1,575777.75,,,
BBM,55,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-22.328,121-42-02.218,,,1628261.47,575446.68,,,
BBM,56,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-26.989,121-39-05.653.,,,1628388.89,570164.52,,,
BBM,57,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-46.543,121-38-38.854,,,1628787.55,569361.13,,,
BBM,58,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-22.138,121-38-38.974,,,1628237.51,569366.88,,,
BBM,59,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-53.109,121-38-27.886,,,1629188.39,569032.48,,,
BBM,60,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-31.699,121-38-19.440,,,1628529.68,568781.7,,,
BBM,61,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-35.720,121-38-08.355,,,1628652.31,568449.77,,,
BBM,62,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-32.584,121-38-07.670,,,1628555.88,568429.55,,,
BBM,63,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,,,,,1628444.11,568389.84,,,
BBM,64,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,,,,,1628384.29,568552.19,,,
BBM,65,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-34.562,121-37-55.496,,,1628615.66,568065.21,,,
BBM,66,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-39.650,121-37-54.751,,,1628771.95,568042.49,,,
BBM,67,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-38.783,121-37-46.228,,,1628744.61,567787.6,,,
BBM,68,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-50.893,121-37-47.448,,,1629116.9,567823.05,,,
BBM,69,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-57.825,121-38-09.860,,,1629331.81,568487.48,,,
BBM,70,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-00.436,121-38-10.756,,,1629412.14,568519.43,,,
BBM,71,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-58.174,121-37-56.473,,,1629341.42,568092.4,,,
BBM,72,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-15.275,121-37-31.589,,,1629864.92,567346.58,,,
BBM,73,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-30.394,121-37-24.402,,,1630328.97,567130.32,,,
BBM,74,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-41.997,121-37-20.812,,,1630685.28,567021.98,,,
BBM,75,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-29.309,121-37-46.579,,,1628453.46,567798.91,,,
BBM,76,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-34.519,121-37-56.886,,,1628614.45,568106.8,,,
BBM,77,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-35.278,121-37-54.184,,,1626793.55,568031.06,,,
BBM,78,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-35.223,121-38-06.745,,,1626792.92,568406.83,,,
BBM,79,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-59.961,121-38-17.788,,,1627554.12,568735.03,,,
BBM,80,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-28.118,121-38-28.058,,,1626576.36,569045.06,,,
BBM,81,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-15.537,121-38-30.224,,,1628033.88,569105.69,,,
BBM,82,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-03.086,121-39-00.883,,,1627653.86,570023.95,,,
BBM,83,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-59.249,121-39-00.363,,,1627535.88,570008.72,,,
BBM,84,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-41.874,121-38-58.662,,,1627001.73,569959.37,,,
BBM,85,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-28.589,121-39-6.162,,,1626594.08,570184.93,,,
BBM,86,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-29.153,121-39-23.798,,,1626612.95,570712.46,,,
BBM,87,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-30.430,121-39-26.442,,,1626652.43,570791.46,,,
BBM,88,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-03.963,121-39-43.680,,,1627684.52,571304.11,,,
BBM,89,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-03.495,121-39-58.393,,,1627671.43,571744.29,,,
BBM,90,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-40.380,121-39-44.527,,,1628803.82,571326.16,,,
BBM,91,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-55.181,121-39-45.609,,,1629258.8,571357.18,,,
BBM,92,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-07.121,121-39-47.064,,,1629625.91,571399.65,,,
BBM,93,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-17.444,121-39-58.256,,,1629944.14,571733.48,,,
BBM,94,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-55.373,121-40-3.012,,,1629266.24,571877.75,,,
BBM,95,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-09.223,121-40-11.030,,,1627848.61,572121.79,,,
BBM,96,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-25.917,121-40-00.189,,,1628360.7,571795.97,,,
BBM,97,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-33.470,121-39-43.761,,,1628591.38,571303.87,,,
BBM,98,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,,,,,1630650.53,571023.9,,,
BBM,99,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,,,,,1631734.04,571452.26,,,
BBM,100,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,,,,,1631730.31,571399.9,,,
BBM,101,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,,,,,1631772.9,571366.47,,,
BBM,102,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,,,,,1631994.08,571297.76,,,
BBM,103,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-47.928,121-37-24.670,,,1629023.85,567141.97,,,
BBM,104,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-08.814,121-36-30.340,,,1629661.32,565515.07,,,
BBM,105,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-58.061,121-36-31.089,,,1629330.91,565538.36,,,
BBM,106,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-03.268,121-36-7.049,,,1627645.01,564823.76,,,
BBM,107,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-08.617,121-36-4.535,,,1627809.19,564748.12,,,
BBM,108,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-53.010,121-37-8.381,,,1627334.72,566659.34,,,
BBM,109,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-41-57.994,121-35-56.692,,,1625638.11,564519.26,,,
BBM,110,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-40-00.334,121-36-21.378,,,1622024.01,565267.5,,,
BBM,111,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-40-01.073,121-36-20.194,,,1622046.62,565232,,,
BBM,112,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-39-54.871,121-36-14.838,,,1621855.59,565072.25,,,
BBM,113,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-39-43.976,121-36-19.982,,,1621521.17,565227.07,,,
BBM,114,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-39-39.641,121-36-13.539,,,1621387.44,565034.63,,,
BBM,115,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-40-12.341,121-36-06.663,,,1622391.85,564826.22,,,
BBM,116,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-40-11.509,121-36-13.580,,,1622366.82,565033.26,,,
BBM,117,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-40-17.400,121-36-05.684,,,1622547.25,564796.53,,,
BBM,118,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-40-20.163,121-35-54.581,,,1622631.3,564464.09,,,
BBM,119,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-40-13.094,121-35-52.398,,,1622413.86,564399.33,,,
BBM,120,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-38-55.295,121-36-12.960,,,1620024.5,565020.93,,,
BBM,121,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-38-48.655,121-35-59.916,,,1619819.38,564631.16,,,
BBM,122,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-40-14.822,121-36-14.442,,,1622468.73,565058.78,,,
BBM,123,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-40-01.749,121-35-33.233,,,1622063.7,563826.81,,,
BBM,124,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-32.861,121-37-48.314,,,1626718.76,567855.66,,,
BLBM,1,BAMABANAN,INFANTA,QUEZON,REGION IV-A,,,40001.46,10845.64,1651000.495,560584.981,,,
BLBM,1,BATANGAN,INFANTA,QUEZON,REGION IV-A,,,17846.64,15081.23,1628857.902,564884.355,,,
BLBM,1,BINCLASAN,INFANTA,QUEZON,REGION IV-A,,,19156.24,24134.4,1630193.572,573933.803,,,
BLBM,1,BINCLASAN,INFANTA,QUEZON,REGION IV-A,,,19156.22,24134.43,1630193.553,573933.833,,,
BLBM,1,MAGSIKAP,INFANTA,QUEZON,REGION IV-A,,,26640.11,16068.11,1637654.237,565845.908,,,
BLBM,1,MAGSIKAP,INFANTA,QUEZON,REGION IV-A,,,26640.16,16068.79,1637654.289,565846.588,,,OLD
BLBM,1,MISUA,INFANTA,QUEZON,REGION IV-A,,,19390.76,22045.73,1630422.08,571844.434,,,
BLBM,1,PAMPLONA,INFANTA,QUEZON,REGION IV-A,,,21761.83,18570.17,1632783.153,568362.022,,,
BLBM,1,PAMPLONA,INFANTA,QUEZON,REGION IV-A,,,21797.89,18441.55,1632818.843,568233.297,,,
BLBM,1,PAMPLONA,INFANTA,QUEZON,REGION IV-A,,,,18570.16,,,,,NORTHING = BLURRED
BLBM,1,,INFANTA,QUEZON,REGION IV-A,,,15229.78,16662.56,1626245.585,566473.221,,,REF. NAME IS BLURRED
BLBM,2,BAMABANAN,INFANTA,QUEZON,REGION IV-A,,,43900.85,,,,,,EASTING = BLURRED
BLBM,2,BATANGAN,INFANTA,QUEZON,REGION IV-A,,,18007.53,15146.08,1629018.979,564948.742,,,
BLBM,2,BINCLASAN,INFANTA,QUEZON,REGION IV-A,,,19064.02,24277.78,1630101.764,674077.451,,,
BLBM,2,BINCLASAN,INFANTA,QUEZON,REGION IV-A,,,19064,24277.81,1630101.745,574077.481,,,
BLBM,2,MAGSIKAP,INFANTA,QUEZON,REGION IV-A,,,26816.67,16147.99,1637831.028,565925.279,,,
BLBM,2,MAGSIKAP,INFANTA,QUEZON,REGION IV-A,,,26879.53,16055.54,1637893.621,565832.648,,,NEW
BLBM,2,MISUA,INFANTA,QUEZON,REGION IV-A,,,19342.31,21871.02,1630373.127,571669.862,,,
BLBM,2,PAMPLONA,INFANTA,QUEZON,REGION IV-A,,,21805.13,18389.83,1632825.934,568181.556,,,
BLBM,2,PAMPLONA,INFANTA,QUEZON,REGION IV-A,,,21765.64,18570.15,1632786.963,568361.991,,,
BLBM,2,PAMPLONA,INFANTA,QUEZON,REGION IV-A,,,21805.15,18389.81,1632825.954,568181.536,,,
BLBM,2,,INFANTA,QUEZON,REGION IV-A,,,,16622.07,,,,,"REF. NAME IS BLURRED, NORTHING = BLURRED"
BLBM,1 (GUMIAN),PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-15.103,121-36-59.931,,,1626169,566409.76,,,
BLBM,2 (GUMIAN),PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-16.696,121-36-58.577,,,1626217.86,566369.11,,,
BLLM,1,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-42.717,121-39-04.131,,,1630716.14,570112.24,,,
BLLM,1,,INFANTA,QUEZON,REGION IV-A,14-44-52.81,121-38-53.62,20000,20000,1631025.433,569796.933,,,
BLLM,2,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,,,,,1630862.22,570164.32,,,
BLLM,2,,INFANTA,QUEZON,REGION IV-A,,,20076.62,20027.21,1631102.132,569823.922,,,
BLLM,3,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-00.208,121-41-47.363,,,1629424.28,574998.73,,,
BLLM,4,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-58.736,121-41-50.452,,,1629379.34,575091.27,,,
BLLM,5,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-43-01.119,121-42-38.428,,,1627613.04,576531.95,,,
BLLM,6,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-58.078,121-42-40.648,,,1627519.79,576598.65,,,
BLLM,7,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-40-53.760,121-39-18.558,,,1623680.74,570564.22,,,
BLLM,8,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-40-48.865,121-39-11.040,,,1623529.66,570339.7,,,
BLLM,9,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-39-57.719,121-36-14.396,,,1621943.08,565058.81,,,
BLLM,10,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-40-0.728,121-36-11.562,,,1622035.34,564973.77,,,
BLLM,11,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-43.559,121-36-07.803,,,1627039.36,564847.93,,,
BLLM,12,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-52.175,121-36-07.601,,,1627304.14,564841.2,,,
BLLM,13,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-47.172,121-37-28.622,,,1630844.96,567255.14,,,
BLLM,14,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-44-44.746,121-37-36.718,,,1630771.08,567497.5,,,
BLLM,15,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-41-28.320,121-33-42.838,,,1624715.84,560517.07,,,
BLLM,16,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-41-30.871,121-33-37.360,,,1624793.84,560352.97,,,
BLLM,17,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-39-14.850,121-30-10.465,,,1620598.98,554172.5,,,
BLLM,18,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-39-12.572,121-30-8.580,,,1620528.84,554116.25,,,
MBM,1,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-41-42.766,121-40-17.054,,,1625192,572309.9,,,
MBM,2,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-41-40.943,121-36-13.507,,,1625115.42,565023.73,,,
MBM,3,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-42-36.109,121-35-30.737,,,1626807.44,563739.72,,,
MBM,4,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-40-58.912,121-35-46.771,,,1623821.56,564227.26,,,
MBM,5,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-40-59.143,121-36-03.588,,,1623829.98,564730.4,,,
MBM,6,PLS 1052-D,INFANTA,QUEZON,REGION IV-A,14-40-55.501,121-36-16.276,,,1623719.05,565110.3,,,
TRI. STA.,LOW 1908 (USC & GS),PLS 1052-D,INFANTA,QUEZON,REGION IV-A,,,,,1636954.58,567078.36,,,
TRI. STA.,,CAR,INFANTA,QUEZON,REGION IV-A,14-40-13.420,121-37-19.330,,,,,,,"TO STATIONS = SW BASE, NE BASE"
TRI. STA.,,"GABRIEL, C. & G.S.",INFANTA,QUEZON,REGION IV-A,14-48-05.531,121-37-19.654,25922.83,17189.65,1636940.191,566969.514,,,
TRI. STA.,,"INFANTA, C. & G.S.",INFANTA,QUEZON,REGION IV-A,14-47-03.227,121-37-15.504,24008.04,17065.55,1635025.036,566850.929,,,
TRI. STA.,,LIG,INFANTA,QUEZON,REGION IV-A,14-39-46.500,121-37-34.16,,,,,,,TO STATIONS = WATER
TRI. STA.,,"MARCELINO, C. & G.S.",INFANTA,QUEZON,REGION IV-A,14-51-16.724,121-36-41.836,31798.76,16058.86,1642812.874,565821.8,,,
TRI. STA.,,PEAK 2,INFANTA,QUEZON,REGION IV-A,14-44-29.027,121-33-58.328,,,,,,,"TO STATIONS = CONNECT, ROCK"
TRI. STA.,,PEAK 3,INFANTA,QUEZON,REGION IV-A,14-49-34.157,121-32-47.825,,,,,,,"TO STATIONS = S. BALESIN, ALABAT, CONNECT"
TRI. STA.,,WATER,INFANTA,QUEZON,REGION IV-A,14-38-45.912,121-36-36.342,,,,,,,"TO STATIONS = POLILLO, ROCK"
TRI. STA.,,ARC,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-39-49.128,121-37-01.677,,,,,,,"TO STATIONS = S.W. BASE, N.E. BASE"
TRI. STA.,,BAD,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-40-23.119,121-37-11.374,,,,,,,"TO STATIONS = ID, N.E. BASE"
TRI. STA.,,BIN,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-36-47.624,121-36-40.225,,,,,,,"TO STATIONS = WATER, LIG"
TRI. STA.,,"DESEADO, 1927",INFANTA (LUZON DATUM),QUEZON,REGION IV-A,15-10-51.179,121-28-40.470,,,,,,,"TO STATIONS = DIBAY, PANAM, EAGLE, MARCELINO"
TRI. STA.,,DING 1927,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,15-12-08.647,121-27-40.977,,,,,,,"TO STATIONS = AGRIA, DIC, EAGLE"
TRI. STA.,,DINIJICAN,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-41-39.745,121-43-44.969,,,,,,,"TO STATIONS = ROCK, LIG, POLILLO"
TRI. STA.,,ELM,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-40-11.639,121-37-01.677,,,,,,,"TO STATIONS = SW BASE, NE BASE"
TRI. STA.,,FRESH,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-39-43.098,121-36-21.602,,,,,,,"TO STATIONS = LIG, WATER"
TRI. STA.,,GABRIEL,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-48-05.531,121-37-19.654,,,,,,,"TO STATIONS = DINIJICAN, ROCK, DOG"
TRI. STA.,,"HIGH, 1927",INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-58-10.148,121-33-53.200,,,,,,,"TO STATIONS = PROA, PYRAMID, PANAM"
TRI. STA.,,HUT,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-40-16.591,121-37-00.698,,,,,,,"TO STATIONS = SW BASE, NE BASE"
TRI. STA.,,ID,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-40-17.325,121-37-02.042,,,,,,,"TO STATIONS = SW BASE, NE BASE"
TRI. STA.,,INFANTA,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-47-03.227,121-37-15.504,,,,,,,"TO STATIONS = DINIJICAN, ROCK, DOG"
TRI. STA.,,JOY,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-40-06.865,121-37-33.683,,,,,,,"TO STATIONS = SW BASE, ID"
TRI. STA.,,LAN,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,15-15-53.406,121-23-27.502,,,,,,,"TO STATIONS = AGRIA, DING"
TRI. STA.,,LIG,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-39-34.007,121-37-26.002,,,,,,,"TO STATIONS = WATER, ROCK, POLILLO"
TRI. STA.,,LOW (PORT LAMPON),INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-39-15.495,121-36-09.154,,,,,,,"TO STATIONS = NE BASE, TAC"
TRI. STA.,,MARCELINO,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-51-16.724,121-36-41.836,,,,,,,"TO STATIONS = PANAM, GABRIEL, DIBAY, EAGLE"
TRI. STA.,,MT. BINANGONAN,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-38-30.083,121-32-59.167,,,,,,,"TO STATIONS = LIG, ROCK, S. BALESIA, POLILLO"
TRI. STA.,,NE BASE,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-40-18.033,121-36-42.660,,,,,,,"TO STATIONS = TAC, S.W. BASE."
TRI. STA.,,"PROA, 1927",INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-58-09.465,121-33-52.686,,,,,,,"TO STATIONS = PANAM, EAGLE, MARCELINO"
TRI. STA.,,"PYRAMID, 1927 (NO CHECK ON THIS PORTION)",INFANTA (LUZON DATUM),QUEZON,REGION IV-A,15-05-22.558,121-30-09.653,,,,,,,"TO STATIONS = PANAM, EAGLE, PROA (BACK COMP.)"
TRI. STA.,,RAG,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-40-41.391,121-36-53.476,,,,,,,"TO STATIONS = ID, NE BASE"
TRI. STA.,,SW BASE (PORT LAMPON),INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-40-01.179,121-36-22.27,,,,,,,"TO STATIONS = TAC, FRESH"
TRI. STA.,,TAC,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-39-35.527,121-37-18.856,,,,,,,"TO STATIONS = WATER, FRESH"
TRI. STA.,,WATER,INFANTA (LUZON DATUM),QUEZON,REGION IV-A,14-38-33.273,121-36-28.308,,,,,,,TO STATIONS = LIG
BLLM,1,PLS 20,JUMALIG,QUEZON,REGION IV-A,14-42-57.059,122-21-57.084,20000,20000,,,,,
BLLM,1,PLS 305,KARLAGAN (BURDEOS),QUEZON,REGION IV-A,14-59-09.403,122-02-19.572,20000,20000,,,,,
BBM,1,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,20427.44,20101.15,,,,,
BBM,2,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,20519.62,20456.03,,,,,
BBM,3,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,20366.96,20472.22,,,,,
BBM,4,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,20227.46,20517.98,,,,,
BBM,5,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,20159.14,20237.52,,,,,
BBM,6,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,19501.11,20604.8,,,,,
BBM,7,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,19333.57,20199.04,,,,,
BBM,8,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,20120.75,19615.91,,,,,
BBM,9,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,19646.23,19526,,,,,
BBM,10,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,18260.51,18657.83,,,,,
BBM,11,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,21645.93,18410.92,,,,,
BBM,12,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,20863.6,18375.48,,,,,
BBM,13,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,20389.79,18214.16,,,,,
BBM,14,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,19472.6,17742.92,,,,,
BBM,15,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,19900.45,17368.72,,,,,
BBM,16,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,18999.51,15283.99,,,,,
BBM,17,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,20061.12,15643.64,,,,,
BBM,18,PSC 1,LOPEZ,QUEZON,REGION IV-A,,,20909.49,16086.71,,,,,
