TRI. STA.,,CUT,AGDANGAN,QUEZON,REGION IV-A,13-52-46.100,121-52-54.860,,,,,,,"TO STATIONS = ANT, HILL"
BBM,29,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-58-14.040,122-15-17.656,21337.3,16636.27,1545275.093,635594.206,,,LONGITUDE = MISSING
BBM,30,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-58-45.206,122-13-13.193,22296.07,12901.01,1546213.524,631853.101,,,
BBM,31,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-57-14.910,122-15-39.363,19520.02,17287.46,1543461.106,636255.472,,,
BBM,32,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-57-16.376,122-16-25.968,19564.89,18686.37,1543513.631,637654.35,,,
BBM,33,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-37.110,122-17-02.527,18358.1,19783.62,1542312.637,638758.404,,,
BBM,34,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-51.291,122-17-02.096,18793.87,19770.71,1542748.443,638743.11,,,
BBM,35,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-41.370,122-16-28.533,18489.1,18763.24,1542438.083,637737.124,,,
BBM,36,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-22.381,122-16-12.355,17905.61,18277.54,1541851.83,637254.545,,,
BBM,37,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-06.740,122-16-26.835,17424.88,18712.13,1541373.406,637691.85,,,
BBM,38,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-57-15.220,122-18-11.798,19529.18,21862.93,1543495.333,640831.665,,,
BBM,39,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-57-06.505,122-19-00.417,19261.41,23322.29,1543235.51,642292.752,,,
BBM,40,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-31.417,122-18-01.159,18183.06,21543.57,1542147.221,640519.636,,,
BBM,41,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-55-21.914,122-17-15.192,16047.21,20163.66,1540003.426,639151.146,,,
BBM,42,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-19.603,122-16-52.202,17820.11,19473.63,1541772.861,683451.323,,,
BBM,43,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-55-08.069,122-17-34.718,15621.69,20749.81,1539581.055,639739.727,,,
BBM,44,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-55-55.539,122-16-38.043,17080.63,19048.54,1541030.932,638030.2,,,
BBM,45,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-54-45.696,122-18-33.395,14934.14,22511.32,1538903.008,641505.326,,,
BBM,46,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-58-32.950,122-13-07.586,21919.47,12732.62,1545835.959,631686.731,,,
BBM,47,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-55-33.246,122-18-30.434,16395.4,22422.39,1540364.053,641408.387,,,
BBM,48,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-14.938,122-17-53.693,17676.65,21319.46,1541639.486,640298.252,,,
BBM,49,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-55-49.540,122-18-52.310,16896.07,23079.57,1540868.497,642062.446,,,
BBM,50,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-55-35.880,122-19-52.720,16476.3,24892.88,1540458.713,643878.572,,,
BBM,51,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-54-26.090,122-19-18.860,14331.55,23876.47,1538307.918,642873.831,,,
BBM,52,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-54-12.720,122-18-49.430,13920.59,22993.15,1537892.081,641992.39,,,
BBM,53,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-55-05.050,122-20-10.170,15528.78,25236.72,1539513.016,644227.671,,,
BBM,54,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-54-57.610,122-20-25.990,15300.2,25891.56,1539288.01,644884.13,,,
BBM,55,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-54-42.590,122-20-38.020,14838.54,26252.88,1538828.374,645247.953,,,
BBM,56,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-54-39.730,122-21-04.670,14750.92,27052.75,1538744.992,646048.675,,,
BBM,57,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-55-02.190,122-21-39.750,15441,28105.67,1539441.348,647098.09,,,
BBM,58,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-54-26.080,122-20-18.300,14331.28,35661.02,1538317.571,644658.67,,,
BBM,59,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-11.140,122-20-24.570,17560.08,25848.75,1541547.871,644828.767,,,
BBM,60,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-50.340,122-19-32.770,18764.56,24293.65,1542744.047,643266.815,,,
BBM,61,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-57-51.660,122-19-02.880,20649.17,23396.45,1544623.846,642358.996,,,
BBM,62,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-54-38.090,122-17-50.700,14700.52,21230.29,1538662.211,640224.616,,,
BBM,63,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-54-53.710,122-17-46.110,15180.34,21092.46,1539141.567,640084.18,,,
BBM,64,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-57-44.910,122-15-22.230,20441.5,16773.56,1544380.471,635736.249,,,
BBM,65,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-22.010,122-15-33.580,17894.1,17114.17,1541834.235,636090.476,,,
BBM,66,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-59.160,122-15-17.800,19035.63,16640.61,1542973.582,635610.692,,,
BBM,67,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-09-05.810,122-15-50.770,41366.67,17631.23,1565313.586,636480.84,,,
BBM,68,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-09-32.290,122-12-14.410,42180.18,11140.04,1566093.303,629986.998,,,
BBM,69,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-09-23.540,122-12-52.990,41911.36,12297.57,1565830.335,631145.543,,,
BBM,70,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-04-19.780,122-14-20.510,32576.45,14922.4,1556507.564,633819.862,,,
BBM,81,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,34035.09,29619.3,,,,,
BBM,82,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,33895.33,31096.08,,,,,
BBM,,PLS 52,CALAUAG,QUEZON,REGION IV-A,,,12433.8,34539.88,,,,, = BBM 153
BLBM,1,SALVACION,CALAUAG,QUEZON,REGION IV-A,,,13619.14,24014.71,1537595.786,643015.458,,,
BLBM,1,SAN BRIGIDA,CALAUAG,QUEZON,REGION IV-A,,,16532.89,20176.08,1540489.3,639160.352,,,
BLBM,1,SAN ISIDRO-BIYAN,CALAUAG,QUEZON,REGION IV-A,,,18914,22883.5,1542885.481,641855.364,,,
BLBM,1,SANTA RITA LAGUNDI,CALAUAG,QUEZON,REGION IV-A,,,20989.38,18008.54,1544934.826,636968.308,,,
BLBM,1,SANTA ROSA,CALAUAG,QUEZON,REGION IV-A,,,14905.85,23053.31,1538877.531,642046.91,,,
BLBM,1,YAGANAC,CALAUAG,QUEZON,REGION IV-A,,,16394.02,27931.07,1540392.353,646917.555,,,
BLBM,2,SALVACION,CALAUAG,QUEZON,REGION IV-A,,,13663.5,23885.46,1537639.455,642885.943,,,
BLBM,2,SAN BRIGIDA,CALAUAG,QUEZON,REGION IV-A,,,16576.17,20126.18,1540532.317,639110.209,,,
BLBM,2,SAN ISIDRO-BIYAN,CALAUAG,QUEZON,REGION IV-A,,,18968.46,22868.67,1542939.871,641840.236,,,
BLBM,2,SANTA RITA LAGUNDI,CALAUAG,QUEZON,REGION IV-A,,,20946.99,18115.14,1544893.006,637075.156,,,
BLBM,2,SANTA ROSA,CALAUAG,QUEZON,REGION IV-A,,,14920.82,23184.7,1538893.214,642178.244,,,
BLBM,2,YAGANAC,CALAUAG,QUEZON,REGION IV-A,,,16311.71,27986.66,1540310.328,646973.602,,,
BLBM,,CALAUAG CH. DOMO,CALAUAG,QUEZON,REGION IV-A,,,19992.93,20036.3,1543949.186,639001.811,,,
BLBM,,PINAGBAYANAN,CALAUAG,QUEZON,REGION IV-A,,,,,,,,,(SITIO) FOR NEW DATA SEE CAD 206
BLLM,1,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-57-30.540,122-17-09.920,20000,20000,1543956.061,638965.467,,,
BLLM,1,PLS 45,CALAUAG,QUEZON,REGION IV-A,13-57-30.540,122-17-09.720,20000,20000,1543956.061,638965.467,,,(ORIGINAL) IN SYSTEM W/ CAD 206
BLLM,1,,CALAUAG,QUEZON,REGION IV-A,13-57-30.54,122-17-09.72,20000,20000,1543956.061,638965.466,,,
BLLM,2,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,20089.44,20301.05,1544047.137,639266.086,,,
BLLM,2,,CALAUAG,QUEZON,REGION IV-A,,,20027.37,20092.9,1543983.939,639058.234,,,
BLLM,3,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-57-33.44,122-19-26.79,20089.14,24114.05,1544067.811,643079.898,,,
BLLM,4,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-57-38.92,122-19-13.75,20257.44,23722.7,1544234.071,642687.492,,,
BLLM,5,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-58-53.72,122-17-58.25,22556.19,21456.69,1546520.678,640408.36,,,
BLLM,6,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-58-59.20,122-18-01.27,22724.53,21547.26,1546689.613,640498.09,,,
BLLM,7,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-57-59.47,122-19-04.91,24576.69,23457.16,1655521.836,641782.579,,,
BLLM,8,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-00-00.11,122-19-07.88,24596.46,23546.28,1548572.852,642487.133,,,
BLLM,9,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-00-07.40,122-20-21.80,24820.54,25764.76,1548809.381,644704.613,,,
BLLM,10,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-59-58.50,122-20-30.98,24546.94,26040.39,1659196.215,644332.682,,,
BLLM,11,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-03-15.49,122-16-23.49,30600.63,18612.81,1554551.172,637520.591,,,
BLLM,12,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-03-03.22,122-17-17.22,30223.67,20225.16,1554182.785,639134.976,,,
BLLM,13,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-01-39.21,122-17-32.32,27641.98,20678.39,1551603.056,639602.236,,,
BLLM,14,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-02-48.32,122-19-30.23,29765.89,24216.63,1553746.901,643128.998,,,
BLLM,15,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,,,,,,,NO DATA
BLLM,16,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,,,,,,,NO DATA
BLLM,17,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,,,,,,,NO DATA
BLLM,18,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-25.10,122-20-31.36,17988.84,26052.37,1541978.112,645030.207,,,
BLLM,19,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-31.71,122-20-22.49,18192.12,25486.26,1542179.784,644762.755,,,
BLLM,20,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-56.85,122-21-32.00,18964.53,27872.57,1542964.364,646845.253,,,
BLLM,21,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-57-42.60,122-20-40.61,20370.76,26329.95,1548050.295,645273.529,,,
BLLM,22,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-58-38.06,122-19-54.07,22074.84,24932.65,1546058.625,643887.72,,,
BLLM,23,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-55-30.03,122-20-47.85,16296.63,26547.57,1540288.213,645534.874,,,
BLLM,23,PLS 45,CALAUAG,QUEZON,REGION IV-A,14-07-50.643,122-22-37.420,39059.71,29827.7,1563071.846,648692.13,,,
BLLM,24,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-55-33.84,122-20-45.27,16413.75,26470.3,1540404.883,645456.746,,,
BLLM,25,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-54-33.33,122-19-37.79,14554.04,24444.8,1538533.612,643441.012,,,
BLLM,26,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-54-29.77,122-19-37.47,14444.84,24435.09,1538424.135,643432.013,,,
BLLM,27,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-29.78,122-19-33.68,18132.83,24321.01,1542112.246,643297.661,,,
BLLM,28,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-56-26.38,122-19-31.93,18028.38,24268.51,1542007.447,643245.703,,,
BLLM,29,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-57-49.51,122-14-56.62,20582.96,16004.98,1544517.801,634966.704,,,
BLLM,30,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-57-48.23,122-14-53.66,20543.73,15916.17,1544477.992,634878.053,,,
BLLM,31,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-58-12.25,122-13-50.32,21281.83,14014.99,1545206.344,632972.802,,,
BLLM,32,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-58-15.17,122-13-52.34,21371.53,14075.81,1545296.408,633032.973,,,
BLLM,33,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-58-56.91,122-12-19.77,22654.17,11297.41,1546565.054,630247.673,,,
BLLM,34,CAD 206,CALAUAG,QUEZON,REGION IV-A,13-58-57.91,122-12-17.11,22684.91,11217.58,1546595.384,630167.673,,,
BLLM,35,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-08-05.47,122-18-05.59,39512.34,21676.21,1563481.042,640535.093,,,
BLLM,36,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-08-03.28,122-18-03.01,39444.82,21599.17,1563413.298,640458.072,,,
BLLM,37,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-06-47.45,122-12-31.61,37114.66,20656.81,1561029.397,630528.995,,,
BLLM,38,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-06-45.44,122-17-29.17,37052.93,20583.61,1561015.115,639456.113,,,
BLLM,39,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-07-09.25,122-16-13.23,37784.57,18305.17,1561734.539,637173.932,,,
BLLM,40,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-07-10.62,122-16-10.12,37826.5,18211.75,1561776.143,637080.406,,,
BLLM,41,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-08-25.18,122-15-43.11,40117.8,17401.38,1564063.511,636257.802,,,
BLLM,42,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-08-28.49,122-15-44.53,40219.77,17444.05,1564165.479,636299.849,,,
BLLM,43,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-14-18.62,122-15-12.61,50979.7,16486.96,1574922.233,635284.641,,,
BLLM,43,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,25235.46,36382.43,,,,,
BLLM,44,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-14-21.29,122-15-10.87,51061.67,16434.78,1575004.019,635232.028,,,
BLLM,44,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,25552.73,36595.52,,,,,
BLLM,45,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-14-21.92,122-16-05.47,51080.93,18072.63,1575032.245,636869.019,,,
BLLM,45,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,27645.11,35314.98,,,,,
BLLM,46,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-14-19.74,122-16-06.60,51013.9,18106.71,1574965.423,636903.265,,,
BLLM,46,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,27537.05,35353.18,,,,,
BLLM,47,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-13-27.98,122-15-11.29,49423.32,16447.33,1573365.5,635253.433,,,
BLLM,47,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,28433.84,37111.1,,,,,
BLLM,48,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-13-24.00,122-15-09.32,49301.02,16388.35,1573242.851,635195.02,,,
BLLM,48,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,28335.19,37196.27,,,,,
BLLM,48,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,49301.02,16388.35,,,,,
BLLM,48,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,49301.02,16388.35,,,,,
BLLM,49,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-13-25.89,122-15-58.62,49359.01,17867.15,1573308.929,636672.991,,,
BLLM,49,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,28692.27,38374.7,,,,,
BLLM,50,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-13-23.69,122-15-58.31,49291.46,17857.89,1573241.257,636664.063,,,
BLLM,50,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,28799.25,38415.31,,,,,
BLLM,50,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,49291.46,17857.89,,,,,
BLLM,50,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,49291.46,17857.89,,,,,
BLLM,51,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-10-20.74,122-13-04.97,43669.21,12657.06,1567590.324,631495.723,,,
BLLM,51,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,26742.5,37293.98,,,,,
BLLM,52,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-10-24.35,122-13-05.97,43780.24,12687.06,1567701.439,631525.137,,,
BLLM,52,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,26769.62,37448.26,,,,,
BLLM,53,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-09-25.46,122-11-18.40,41970.55,9459.44,1565874.794,628308.134,,,
BLLM,53,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,26576.74,38864.17,,,,,
BLLM,54,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-09-20.78,122-11-20.55,41826.6,9524.02,1565731.277,628373.35,,,
BLLM,54,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,26476.74,38960.01,,,,,
BLLM,55,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-07-58.92,122-11-04.29,39310.8,9035.66,1563212.755,627898.366,,,
BLLM,55,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,24580.57,37686.61,,,,,
BLLM,56,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-07-58.48,122-11-07.31,39297.49,9126.15,1563199.689,627989.024,,,
BLLM,56,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,24481.17,37803.91,,,,,
BLLM,57,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-07-24.85,122-11-58-08,38263.85,10649.23,1562173.772,629517.242,,,
BLLM,57,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,24541.52,39708.17,,,,,
BLLM,58,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-07-22.88,122-12-01.11,38203.46,10740.23,1562113.687,629608.447,,,
BLLM,58,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,24362.47,39746.15,,,,,
BLLM,59,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-08-16.75,122-10-03.43,39859.02,7209.78,1563751.623,626070.045,,,
BLLM,59,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,23180.13,38559.92,,,,,
BLLM,60,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-08-13.37,122-10-5.320,39755,7266.44,1563648.019,626127.255,,,LONGITUDE = MISSING
BLLM,60,CAD 206,CALAUAG,QUEZON,REGION IV-A,,,23004.8,38719.98,,,,,
BLLM,61,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-09-33.14,122-09-45.22,42206.43,6663.94,1566096.82,625512.173,,,
BLLM,62,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-09-29.84,122-09-46.10,42104.97,6690.31,1565995.523,625539.072,,,
BLLM,63,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-10-08.02,122-16-03.15,43278.43,18002.87,1567227.736,636841.829,,,
BLLM,64,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-10-10.12,122-16-00.31,43343,17917.56,1567291.823,636756.3,,,
BLLM,65,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-05-59.39,122-12-17.83,35637.6,11241.45,1559550.095,630123.175,,,
BLLM,66,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-05-57.79,122-12-20.26,35588.54,11314.28,1559501.291,630196.33,,,
BLLM,67,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-05-14.55,122-13-27.30,34259.55,13325.78,1558182.643,632214.538,,,
BLLM,68,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-05-16.53,122-13-27.88,34320.48,13343.32,1558243.592,632231.623,,,
BLLM,69,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-06-28.03,122-16-40.39,36517.9,19119.88,1560471.984,637995.606,,,
BLLM,70,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-06-26.90,122-16-43.59,36483.14,19215.93,1560437.773,638091.798,,,
BLLM,71,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-09-21.91,122-20-08.79,41861.29,25372.5,1565851.4,644217.432,,,
BLLM,72,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-09-18.52,122-20-40.85,41757.19,26334.37,1565752.701,645179.678,,,
BLLM,73,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-09-20.89,122-20-39.35,41829.97,26289.4,1565825.288,645133.667,,,
BLLM,73,PLS 45,CALAUAG,QUEZON,REGION IV-A,14-07-46.482,122-13-05.791,38928.76,12682.95,1562849.119,631544.997,,,
BLLM,74,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-08-26.78,122-12-38.19,40167.24,11853.27,1564083.444,630710.645,,,
BLLM,75,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-08-26.38,122-12-40.01,40154.7,11907.89,1564071.431,630765.302,,,
BLLM,76,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-09-57.89,122-21-26.63,42967.06,27707.64,1566970.773,646545.856,,,
BLLM,81,PLS 45,CALAUAG,QUEZON,REGION IV-A,14-05-07.148,122-22-30.386,34035.09,29619.3,1558045.105,648510.523,,,
BLLM,91,PLS 45,CALAUAG,QUEZON,REGION IV-A,14-03-32.545,122-19-51.204,31125.39,24844.86,1555109.802,643750.748,,,
BLLM,91,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,31125.39,24844.86,,,,,
BLLM,92,PLS 45,CALAUAG,QUEZON,REGION IV-A,14-03-37.332,122-19-56.313,31272.52,24998.13,1555257.808,643903.226,,,
BLLM,92,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,31272.52,24998.13,,,,,
BLLM,93,PLS 45,CALAUAG,QUEZON,REGION IV-A,14-04-26.23,122-19-16.62,32774.69,23808.08,1556754.096,642703.708,,,
BLLM,93,PLS 45,CALAUAG,QUEZON,REGION IV-A,14-04-26.219,122-19-16.655,32774.69,23808.08,1556754.096,642703.708,,,
BLLM,94,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,32817.03,23703.91,,,,,
BLLM,94,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,32817.03,23703.91,,,,,
BLLM,95,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,45032.32,16708.26,,,,,
BLLM,95,PLS 45,CALAUAG,QUEZON,REGION IV-A,14-11-05.100,122-15-20.000,45032.32,16708.26,1568975.218,635538.225,,,
BLLM,95,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,45032.32,16708.26,,,,,
BLLM,96,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,45250.46,16697.94,,,,,
BLLM,96,PLS 45,CALAUAG,QUEZON,REGION IV-A,14-11-12.198,122-15-19.656,45250.46,16697.94,1569193.333,635526.737,,,
BLLM,96,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,45250.46,16697.94,,,,,
BLLM,97,PLS 45,CALAUAG,QUEZON,REGION IV-A,14-12-21.802,122-15-27.971,47390.07,16949.28,1571334.085,635764.586,,,
BLLM,97,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,47390.07,16949.28,,,,,
BLLM,98,PLS 45,CALAUAG,QUEZON,REGION IV-A,14-12-27.418,122-15-39.026,47562.63,17280.7,1571508.492,636095.169,,,
BLLM,98,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,47562.63,17280.74,,,,,
BLLM,100,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,42279.77,13962.56,,,,,
BLLM,103,PLS 45,CALAUAG,QUEZON,REGION IV-A,14-06-35.560,122-12-28.807,36749.39,11573.24,1560663.511,630446.786,,,
BLLM,115,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,36171.83,27727.07,,,,,
BLLM,116,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,36278.84,27792.84,,,,,
BLLM,117,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,37933.86,28420.56,,,,,
BLLM,119,PLS 45,CALAUAG,QUEZON,REGION IV-A,14-08-30.820,122-21-47.752,40293.68,28337.47,1564298.102,647194.967,,,
BLLM,121,PLS 45,CALAUAG,QUEZON,REGION IV-A,14-09-38.35,122-21-41.88,42366.48,28165.03,1566370.378,647011.394,,,
BLLM,121,PLS 45,CALAUAG,QUEZON,REGION IV-A,14-09-38.270,122-21-42.034,42366.48,28165.03,1566370.378,647011.394,,,
BLLM,121,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,42366.48,28165.03,,,,,
BLLM,122,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,42356.28,28559.31,,,,,
BLLM,122,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,42356.28,28553.31,,,,,
BLLM,123,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,39059.71,29827.7,,,,,
BLLM,125,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,35009.63,30442.24,,,,,
BLLM,127,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,34337.04,27055.29,,,,,
BLLM,128,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,34450.92,27119.96,,,,,
BLLM,129,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,31879.27,30518.17,,,,,
BLLM,130,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,31830.02,30372.11,,,,,
BLLM,131,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,30654.59,28830.63,,,,,
BLLM,132,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,30555.63,28709.84,,,,,
BLLM,133,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,31441.67,27625.57,,,,,
BLLM,134,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,31561.42,27676.3,,,,,
BLLM,134,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,31561.42,27676.3,,,,,
BLLM,135,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,35704.5,28798.64,,,,,
MBM,1,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-02-39.720,122-21-15.880,29501.42,27387.19,1553500.555,646301.024,,,
MBM,1,PLS 45,CALAUAG,QUEZON,REGION IV-A,,,29501.42,27387.19,,,,,CAD 206
MBM,2,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-00-46.880,122-21-06.590,26033.78,27108.95,1550030.536,646042.072,,,
MBM,3,CAD 206,CALAUAG,QUEZON,REGION IV-A,14-00-05.470,122-20-33.850,24761.13,26126.37,1548752.106,645066.634,,,
